Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 England , BLUE GREY X , Non Dairy , F , 78 to 84 months ,1
 England , BLUE GREY X , Non Dairy , F , 102+months ,9
 England , BLUE GREY X , Non Dairy , M , 0 to 6 months ,26
 England , BLUE GREY X , Non Dairy , M , 6 to 12 months ,35
 England , BLUE GREY X , Non Dairy , M , 12 to 18 months ,17
 England , BLUE GREY X , Non Dairy , M , 18 to 24 months ,18
 England , BLUE GREY X , Non Dairy , M , 24 to 30 months ,14
 England , BLUE GREY X , Non Dairy , M , 30 to 36 months ,1
 England , BLUE GREY X , Non Dairy , M , 54 to 60 months ,3
 England , BLUE GREY X , Non Dairy , M , 102+months ,1
 England , BRAHMAN , Non Dairy , F , 6 to 12 months ,1
 England , BRAHMAN , Non Dairy , F , 12 to 18 months ,2
 England , BRAHMAN , Non Dairy , F , 48 to 54 months ,1
 England , BRAHMAN , Non Dairy , F , 54 to 60 months ,1
 England , BRAHMAN , Non Dairy , F , 60 to 66 months ,1
 England , BRAHMAN , Non Dairy , F , 102+months ,1
 England , BRAHMAN , Non Dairy , M , 0 to 6 months ,3
 England , BRAHMAN , Non Dairy , M , 12 to 18 months ,3
 England , BRAHMAN X , Non Dairy , F , 0 to 6 months ,8
 England , BRAHMAN X , Non Dairy , F , 6 to 12 months ,3
 England , BRAHMAN X , Non Dairy , F , 24 to 30 months ,1
 England , BRAHMAN X , Non Dairy , F , 36 to 42 months ,1
 England , BRAHMAN X , Non Dairy , F , 42 to 48 Months ,1
 England , BRAHMAN X , Non Dairy , F , 48 to 54 months ,1
 England , BRAHMAN X , Non Dairy , F , 102+months ,11
 England , BRAHMAN X , Non Dairy , M , 0 to 6 months ,7
 England , BRAHMAN X , Non Dairy , M , 6 to 12 months ,2
 England , BRAHMAN X , Non Dairy , M , 24 to 30 months ,1
 England , BRAHMAN X , Non Dairy , M , 102+months ,1
 England , BRETONNE PIE-NOIRE , Non Dairy , M , 12 to 18 months ,1
 England , BRETONNE PIE-NOIRE X , Non Dairy , F , 6 to 12 months ,1
 England , BRITISH BLUE , Non Dairy , F , 0 to 6 months ,"2,652"
 England , BRITISH BLUE , Non Dairy , F , 6 to 12 months ,"2,984"
 England , BRITISH BLUE , Non Dairy , F , 12 to 18 months ,"2,380"
 England , BRITISH BLUE , Non Dairy , F , 18 to 24 months ,"2,225"
 England , BRITISH BLUE , Non Dairy , F , 24 to 30 months ,"1,293"
 England , BRITISH BLUE , Non Dairy , F , 30 to 36 months ,978
 England , BRITISH BLUE , Non Dairy , F , 36 to 42 months ,583
 England , BRITISH BLUE , Non Dairy , F , 42 to 48 Months ,763
 England , BRITISH BLUE , Non Dairy , F , 48 to 54 months ,590
 England , BRITISH BLUE , Non Dairy , F , 54 to 60 months ,753
 England , BRITISH BLUE , Non Dairy , F , 60 to 66 months ,334
 England , BRITISH BLUE , Non Dairy , F , 66 to 72 months ,143
 England , BRITISH BLUE , Non Dairy , F , 72 to 78 months ,12
 England , BRITISH BLUE , Non Dairy , F , 78 to 84 months ,7
 England , BRITISH BLUE , Non Dairy , F , 84 to 90 months ,5
 England , BRITISH BLUE , Non Dairy , F , 90 to 96 months ,6
 England , BRITISH BLUE , Non Dairy , F , 96 to102 months ,1
 England , BRITISH BLUE , Non Dairy , F , 102+months ,4
 England , BRITISH BLUE , Non Dairy , F ,,1
 England , BRITISH BLUE , Non Dairy , M , 0 to 6 months ,"2,927"
 England , BRITISH BLUE , Non Dairy , M , 6 to 12 months ,"3,162"
 England , BRITISH BLUE , Non Dairy , M , 12 to 18 months ,"2,320"
 England , BRITISH BLUE , Non Dairy , M , 18 to 24 months ,"2,013"
 England , BRITISH BLUE , Non Dairy , M , 24 to 30 months ,"1,080"
 England , BRITISH BLUE , Non Dairy , M , 30 to 36 months ,397
 England , BRITISH BLUE , Non Dairy , M , 36 to 42 months ,134
 England , BRITISH BLUE , Non Dairy , M , 42 to 48 Months ,233
 England , BRITISH BLUE , Non Dairy , M , 48 to 54 months ,132
 England , BRITISH BLUE , Non Dairy , M , 54 to 60 months ,222
 England , BRITISH BLUE , Non Dairy , M , 60 to 66 months ,89
 England , BRITISH BLUE , Non Dairy , M , 66 to 72 months ,70
 England , BRITISH BLUE , Non Dairy , M , 72 to 78 months ,7
 England , BRITISH BLUE , Non Dairy , M , 78 to 84 months ,7
 England , BRITISH BLUE , Non Dairy , M , 84 to 90 months ,1
 England , BRITISH BLUE , Non Dairy , M ,,3
 England , BRITISH BLUE X , Non Dairy , F , 0 to 6 months ,"31,911"
 England , BRITISH BLUE X , Non Dairy , F , 6 to 12 months ,"31,893"
 England , BRITISH BLUE X , Non Dairy , F , 12 to 18 months ,"27,139"
 England , BRITISH BLUE X , Non Dairy , F , 18 to 24 months ,"24,469"
 England , BRITISH BLUE X , Non Dairy , F , 24 to 30 months ,"13,709"
 England , BRITISH BLUE X , Non Dairy , F , 30 to 36 months ,"7,906"
 England , BRITISH BLUE X , Non Dairy , F , 36 to 42 months ,"5,269"
 England , BRITISH BLUE X , Non Dairy , F , 42 to 48 Months ,"6,107"
 England , BRITISH BLUE X , Non Dairy , F , 48 to 54 months ,"4,892"
 England , BRITISH BLUE X , Non Dairy , F , 54 to 60 months ,"5,011"
 England , BRITISH BLUE X , Non Dairy , F , 60 to 66 months ,"2,711"
 England , BRITISH BLUE X , Non Dairy , F , 66 to 72 months ,623
 England , BRITISH BLUE X , Non Dairy , F , 72 to 78 months ,49
 England , BRITISH BLUE X , Non Dairy , F , 78 to 84 months ,12
 England , BRITISH BLUE X , Non Dairy , F , 84 to 90 months ,2
 England , BRITISH BLUE X , Non Dairy , F , 90 to 96 months ,10
 England , BRITISH BLUE X , Non Dairy , F , 96 to102 months ,1
 England , BRITISH BLUE X , Non Dairy , F , 102+months ,8
 England , BRITISH BLUE X , Non Dairy , F ,,33
 England , BRITISH BLUE X , Non Dairy , M , 0 to 6 months ,"35,099"
 England , BRITISH BLUE X , Non Dairy , M , 6 to 12 months ,"34,182"
 England , BRITISH BLUE X , Non Dairy , M , 12 to 18 months ,"27,541"
 England , BRITISH BLUE X , Non Dairy , M , 18 to 24 months ,"20,750"
 England , BRITISH BLUE X , Non Dairy , M , 24 to 30 months ,"10,420"
 England , BRITISH BLUE X , Non Dairy , M , 30 to 36 months ,"1,861"
 England , BRITISH BLUE X , Non Dairy , M , 36 to 42 months ,275
 England , BRITISH BLUE X , Non Dairy , M , 42 to 48 Months ,217
 England , BRITISH BLUE X , Non Dairy , M , 48 to 54 months ,132
 England , BRITISH BLUE X , Non Dairy , M , 54 to 60 months ,166
 England , BRITISH BLUE X , Non Dairy , M , 60 to 66 months ,53
 England , BRITISH BLUE X , Non Dairy , M , 66 to 72 months ,19
 England , BRITISH BLUE X , Non Dairy , M , 72 to 78 months ,3
 England , BRITISH BLUE X , Non Dairy , M , 78 to 84 months ,2
 England , BRITISH BLUE X , Non Dairy , M ,,9
 England , BRITISH FRIESIAN , Dairy , F , 0 to 6 months ,"16,918"
 England , BRITISH FRIESIAN , Dairy , F , 6 to 12 months ,"14,905"
 England , BRITISH FRIESIAN , Dairy , F , 12 to 18 months ,"16,975"
 England , BRITISH FRIESIAN , Dairy , F , 18 to 24 months ,"13,501"
 England , BRITISH FRIESIAN , Dairy , F , 24 to 30 months ,"15,643"
 England , BRITISH FRIESIAN , Dairy , F , 30 to 36 months ,"13,489"
 England , BRITISH FRIESIAN , Dairy , F , 36 to 42 months ,"14,377"
 England , BRITISH FRIESIAN , Dairy , F , 42 to 48 Months ,"12,409"
 England , BRITISH FRIESIAN , Dairy , F , 48 to 54 months ,"13,410"
 England , BRITISH FRIESIAN , Dairy , F , 54 to 60 months ,"10,974"
 England , BRITISH FRIESIAN , Dairy , F , 60 to 66 months ,"11,333"
 England , BRITISH FRIESIAN , Dairy , F , 66 to 72 months ,"9,145"
 England , BRITISH FRIESIAN , Dairy , F , 72 to 78 months ,"9,696"
 England , BRITISH FRIESIAN , Dairy , F , 78 to 84 months ,"7,178"
 England , BRITISH FRIESIAN , Dairy , F , 84 to 90 months ,"7,233"
 England , BRITISH FRIESIAN , Dairy , F , 90 to 96 months ,"5,203"
 England , BRITISH FRIESIAN , Dairy , F , 96 to102 months ,"5,790"
 England , BRITISH FRIESIAN , Dairy , F , 102+months ,"24,599"
 England , BRITISH FRIESIAN , Dairy , F ,,64
 England , BRITISH FRIESIAN , Dairy , M , 0 to 6 months ,"15,569"
 England , BRITISH FRIESIAN , Dairy , M , 6 to 12 months ,"12,325"
 England , BRITISH FRIESIAN , Dairy , M , 12 to 18 months ,"12,171"
 England , BRITISH FRIESIAN , Dairy , M , 18 to 24 months ,"8,014"
 England , BRITISH FRIESIAN , Dairy , M , 24 to 30 months ,"5,768"
 England , BRITISH FRIESIAN , Dairy , M , 30 to 36 months ,"1,220"
 England , BRITISH FRIESIAN , Dairy , M , 36 to 42 months ,340
 England , BRITISH FRIESIAN , Dairy , M , 42 to 48 Months ,202
 England , BRITISH FRIESIAN , Dairy , M , 48 to 54 months ,177
 England , BRITISH FRIESIAN , Dairy , M , 54 to 60 months ,137
 England , BRITISH FRIESIAN , Dairy , M , 60 to 66 months ,132
 England , BRITISH FRIESIAN , Dairy , M , 66 to 72 months ,94
 England , BRITISH FRIESIAN , Dairy , M , 72 to 78 months ,71
 England , BRITISH FRIESIAN , Dairy , M , 78 to 84 months ,78
 England , BRITISH FRIESIAN , Dairy , M , 84 to 90 months ,68
 England , BRITISH FRIESIAN , Dairy , M , 90 to 96 months ,84
 England , BRITISH FRIESIAN , Dairy , M , 96 to102 months ,64
 England , BRITISH FRIESIAN , Dairy , M , 102+months ,426
 England , BRITISH FRIESIAN , Dairy , M ,,13
 England , BRITISH FRIESIAN , Dairy ,, 72 to 78 months ,1
 England , BRITISH FRIESIAN , Dairy ,, 102+months ,4
 England , BRITISH FRIESIAN X , Dairy , F , 0 to 6 months ,"7,064"
 England , BRITISH FRIESIAN X , Dairy , F , 6 to 12 months ,"7,026"
 England , BRITISH FRIESIAN X , Dairy , F , 12 to 18 months ,"6,137"
 England , BRITISH FRIESIAN X , Dairy , F , 18 to 24 months ,"6,623"
 England , BRITISH FRIESIAN X , Dairy , F , 24 to 30 months ,"5,542"
 England , BRITISH FRIESIAN X , Dairy , F , 30 to 36 months ,"5,355"
 England , BRITISH FRIESIAN X , Dairy , F , 36 to 42 months ,"4,083"
 England , BRITISH FRIESIAN X , Dairy , F , 42 to 48 Months ,"4,346"
 England , BRITISH FRIESIAN X , Dairy , F , 48 to 54 months ,"3,257"
 England , BRITISH FRIESIAN X , Dairy , F , 54 to 60 months ,"3,431"
 England , BRITISH FRIESIAN X , Dairy , F , 60 to 66 months ,"2,700"
 England , BRITISH FRIESIAN X , Dairy , F , 66 to 72 months ,"2,240"
 England , BRITISH FRIESIAN X , Dairy , F , 72 to 78 months ,"1,817"
 England , BRITISH FRIESIAN X , Dairy , F , 78 to 84 months ,"1,416"
 England , BRITISH FRIESIAN X , Dairy , F , 84 to 90 months ,"1,186"
 England , BRITISH FRIESIAN X , Dairy , F , 90 to 96 months ,904
 England , BRITISH FRIESIAN X , Dairy , F , 96 to102 months ,792
 England , BRITISH FRIESIAN X , Dairy , F , 102+months ,"2,405"
 England , BRITISH FRIESIAN X , Dairy , F ,,24
 England , BRITISH FRIESIAN X , Dairy , M , 0 to 6 months ,"5,760"
 England , BRITISH FRIESIAN X , Dairy , M , 6 to 12 months ,"4,340"
 England , BRITISH FRIESIAN X , Dairy , M , 12 to 18 months ,"4,448"
 England , BRITISH FRIESIAN X , Dairy , M , 18 to 24 months ,"2,985"
 England , BRITISH FRIESIAN X , Dairy , M , 24 to 30 months ,"1,508"
 England , BRITISH FRIESIAN X , Dairy , M , 30 to 36 months ,499
 England , BRITISH FRIESIAN X , Dairy , M , 36 to 42 months ,125
 England , BRITISH FRIESIAN X , Dairy , M , 42 to 48 Months ,101
 England , BRITISH FRIESIAN X , Dairy , M , 48 to 54 months ,49
 England , BRITISH FRIESIAN X , Dairy , M , 54 to 60 months ,36
 England , BRITISH FRIESIAN X , Dairy , M , 60 to 66 months ,20
 England , BRITISH FRIESIAN X , Dairy , M , 66 to 72 months ,21
 England , BRITISH FRIESIAN X , Dairy , M , 72 to 78 months ,15
 England , BRITISH FRIESIAN X , Dairy , M , 78 to 84 months ,27
 England , BRITISH FRIESIAN X , Dairy , M , 84 to 90 months ,12
 England , BRITISH FRIESIAN X , Dairy , M , 90 to 96 months ,4
 England , BRITISH FRIESIAN X , Dairy , M , 96 to102 months ,10
 England , BRITISH FRIESIAN X , Dairy , M , 102+months ,68
 England , BRITISH FRIESIAN X , Dairy , M ,,4
 England , BRITISH HOLSTEIN , Dairy , F , 0 to 6 months ,"1,214"
 England , BRITISH HOLSTEIN , Dairy , F , 6 to 12 months ,"1,074"
 England , BRITISH HOLSTEIN , Dairy , F , 12 to 18 months ,"1,451"
 England , BRITISH HOLSTEIN , Dairy , F , 18 to 24 months ,"1,034"
 England , BRITISH HOLSTEIN , Dairy , F , 24 to 30 months ,"1,322"
 England , BRITISH HOLSTEIN , Dairy , F , 30 to 36 months ,"1,185"
 England , BRITISH HOLSTEIN , Dairy , F , 36 to 42 months ,"1,168"
 England , BRITISH HOLSTEIN , Dairy , F , 42 to 48 Months ,893
 England , BRITISH HOLSTEIN , Dairy , F , 48 to 54 months ,783
 England , BRITISH HOLSTEIN , Dairy , F , 54 to 60 months ,559
 England , BRITISH HOLSTEIN , Dairy , F , 60 to 66 months ,579
 England , BRITISH HOLSTEIN , Dairy , F , 66 to 72 months ,366
 England , BRITISH HOLSTEIN , Dairy , F , 72 to 78 months ,356
 England , BRITISH HOLSTEIN , Dairy , F , 78 to 84 months ,209
 England , BRITISH HOLSTEIN , Dairy , F , 84 to 90 months ,228
 England , BRITISH HOLSTEIN , Dairy , F , 90 to 96 months ,154
 England , BRITISH HOLSTEIN , Dairy , F , 96 to102 months ,120
 England , BRITISH HOLSTEIN , Dairy , F , 102+months ,102
 England , BRITISH HOLSTEIN , Dairy , F ,,5
 England , BRITISH HOLSTEIN , Dairy , M , 0 to 6 months ,597
 England , BRITISH HOLSTEIN , Dairy , M , 6 to 12 months ,648
 England , BRITISH HOLSTEIN , Dairy , M , 12 to 18 months ,557
 England , BRITISH HOLSTEIN , Dairy , M , 18 to 24 months ,289
 England , BRITISH HOLSTEIN , Dairy , M , 24 to 30 months ,232
 England , BRITISH HOLSTEIN , Dairy , M , 30 to 36 months ,60
 England , BRITISH HOLSTEIN , Dairy , M , 36 to 42 months ,18
 England , BRITISH HOLSTEIN , Dairy , M , 42 to 48 Months ,13
 England , BRITISH HOLSTEIN , Dairy , M , 48 to 54 months ,5
 England , BRITISH HOLSTEIN , Dairy , M , 54 to 60 months ,8
 England , BRITISH HOLSTEIN , Dairy , M , 60 to 66 months ,6
 England , BRITISH HOLSTEIN , Dairy , M , 66 to 72 months ,2
 England , BRITISH HOLSTEIN , Dairy , M , 72 to 78 months ,3
 England , BRITISH HOLSTEIN , Dairy , M , 78 to 84 months ,1
 England , BRITISH HOLSTEIN , Dairy , M , 84 to 90 months ,1
 England , BRITISH HOLSTEIN , Dairy , M , 90 to 96 months ,5
 England , BRITISH HOLSTEIN , Dairy , M , 96 to102 months ,3
 England , BRITISH HOLSTEIN , Dairy , M , 102+months ,3
 England , BRITISH HOLSTEIN X , Dairy , F , 0 to 6 months ,318
 England , BRITISH HOLSTEIN X , Dairy , F , 6 to 12 months ,238
 England , BRITISH HOLSTEIN X , Dairy , F , 12 to 18 months ,357
 England , BRITISH HOLSTEIN X , Dairy , F , 18 to 24 months ,289
 England , BRITISH HOLSTEIN X , Dairy , F , 24 to 30 months ,292
 England , BRITISH HOLSTEIN X , Dairy , F , 30 to 36 months ,240
 England , BRITISH HOLSTEIN X , Dairy , F , 36 to 42 months ,342
 England , BRITISH HOLSTEIN X , Dairy , F , 42 to 48 Months ,163
 England , BRITISH HOLSTEIN X , Dairy , F , 48 to 54 months ,159
 England , BRITISH HOLSTEIN X , Dairy , F , 54 to 60 months ,142
 England , BRITISH HOLSTEIN X , Dairy , F , 60 to 66 months ,128
 England , BRITISH HOLSTEIN X , Dairy , F , 66 to 72 months ,84
 England , BRITISH HOLSTEIN X , Dairy , F , 72 to 78 months ,83
 England , BRITISH HOLSTEIN X , Dairy , F , 78 to 84 months ,50
 England , BRITISH HOLSTEIN X , Dairy , F , 84 to 90 months ,77
 England , BRITISH HOLSTEIN X , Dairy , F , 90 to 96 months ,29
 England , BRITISH HOLSTEIN X , Dairy , F , 96 to102 months ,35
 England , BRITISH HOLSTEIN X , Dairy , F , 102+months ,34
 England , BRITISH HOLSTEIN X , Dairy , M , 0 to 6 months ,213
 England , BRITISH HOLSTEIN X , Dairy , M , 6 to 12 months ,125
 England , BRITISH HOLSTEIN X , Dairy , M , 12 to 18 months ,226
 England , BRITISH HOLSTEIN X , Dairy , M , 18 to 24 months ,109
 England , BRITISH HOLSTEIN X , Dairy , M , 24 to 30 months ,79
 England , BRITISH HOLSTEIN X , Dairy , M , 30 to 36 months ,9
 England , BRITISH HOLSTEIN X , Dairy , M , 36 to 42 months ,4
 England , BRITISH HOLSTEIN X , Dairy , M , 42 to 48 Months ,2
 England , BRITISH HOLSTEIN X , Dairy , M , 54 to 60 months ,1
 England , BRITISH HOLSTEIN X , Dairy , M , 60 to 66 months ,2
 England , BRITISH HOLSTEIN X , Dairy , M , 78 to 84 months ,1
 England , BRITISH HOLSTEIN X , Dairy , M , 84 to 90 months ,2
 England , BRITISH HOLSTEIN X , Dairy , M , 96 to102 months ,1
 England , BRITISH HOLSTEIN X , Dairy , M , 102+months ,1
 England , BRITISH WHITE , Non Dairy , F , 0 to 6 months ,145
 England , BRITISH WHITE , Non Dairy , F , 6 to 12 months ,351
 England , BRITISH WHITE , Non Dairy , F , 12 to 18 months ,141
 England , BRITISH WHITE , Non Dairy , F , 18 to 24 months ,333
 England , BRITISH WHITE , Non Dairy , F , 24 to 30 months ,110
 England , BRITISH WHITE , Non Dairy , F , 30 to 36 months ,284
 England , BRITISH WHITE , Non Dairy , F , 36 to 42 months ,115
 England , BRITISH WHITE , Non Dairy , F , 42 to 48 Months ,218
 England , BRITISH WHITE , Non Dairy , F , 48 to 54 months ,74
 England , BRITISH WHITE , Non Dairy , F , 54 to 60 months ,183
 England , BRITISH WHITE , Non Dairy , F , 60 to 66 months ,55
 England , BRITISH WHITE , Non Dairy , F , 66 to 72 months ,181
 England , BRITISH WHITE , Non Dairy , F , 72 to 78 months ,50
 England , BRITISH WHITE , Non Dairy , F , 78 to 84 months ,128
 England , BRITISH WHITE , Non Dairy , F , 84 to 90 months ,66
 England , BRITISH WHITE , Non Dairy , F , 90 to 96 months ,156
 England , BRITISH WHITE , Non Dairy , F , 96 to102 months ,43
 England , BRITISH WHITE , Non Dairy , F , 102+months ,619
 England , BRITISH WHITE , Non Dairy , F ,,2
 England , BRITISH WHITE , Non Dairy , M , 0 to 6 months ,135
 England , BRITISH WHITE , Non Dairy , M , 6 to 12 months ,373
 England , BRITISH WHITE , Non Dairy , M , 12 to 18 months ,152
 England , BRITISH WHITE , Non Dairy , M , 18 to 24 months ,286
 England , BRITISH WHITE , Non Dairy , M , 24 to 30 months ,96
 England , BRITISH WHITE , Non Dairy , M , 30 to 36 months ,81
 England , BRITISH WHITE , Non Dairy , M , 36 to 42 months ,17
 England , BRITISH WHITE , Non Dairy , M , 42 to 48 Months ,24
 England , BRITISH WHITE , Non Dairy , M , 48 to 54 months ,9
 England , BRITISH WHITE , Non Dairy , M , 54 to 60 months ,17
 England , BRITISH WHITE , Non Dairy , M , 60 to 66 months ,4
 England , BRITISH WHITE , Non Dairy , M , 66 to 72 months ,16
 England , BRITISH WHITE , Non Dairy , M , 72 to 78 months ,4
 England , BRITISH WHITE , Non Dairy , M , 78 to 84 months ,6
 England , BRITISH WHITE , Non Dairy , M , 84 to 90 months ,5
 England , BRITISH WHITE , Non Dairy , M , 90 to 96 months ,13
 England , BRITISH WHITE , Non Dairy , M , 96 to102 months ,4
 England , BRITISH WHITE , Non Dairy , M , 102+months ,34
 England , BRITISH WHITE , Non Dairy , M ,,1
 England , BRITISH WHITE X , Non Dairy , F , 0 to 6 months ,47
 England , BRITISH WHITE X , Non Dairy , F , 6 to 12 months ,113
 England , BRITISH WHITE X , Non Dairy , F , 12 to 18 months ,47
 England , BRITISH WHITE X , Non Dairy , F , 18 to 24 months ,91
 England , BRITISH WHITE X , Non Dairy , F , 24 to 30 months ,67
 England , BRITISH WHITE X , Non Dairy , F , 30 to 36 months ,79
 England , BRITISH WHITE X , Non Dairy , F , 36 to 42 months ,23
 England , BRITISH WHITE X , Non Dairy , F , 42 to 48 Months ,49
 England , BRITISH WHITE X , Non Dairy , F , 48 to 54 months ,35
 England , BRITISH WHITE X , Non Dairy , F , 54 to 60 months ,47
 England , BRITISH WHITE X , Non Dairy , F , 60 to 66 months ,12
 England , BRITISH WHITE X , Non Dairy , F , 66 to 72 months ,42
 England , BRITISH WHITE X , Non Dairy , F , 72 to 78 months ,16
 England , BRITISH WHITE X , Non Dairy , F , 78 to 84 months ,55
 England , BRITISH WHITE X , Non Dairy , F , 84 to 90 months ,22
 England , BRITISH WHITE X , Non Dairy , F , 90 to 96 months ,39
 England , BRITISH WHITE X , Non Dairy , F , 96 to102 months ,22
 England , BRITISH WHITE X , Non Dairy , F , 102+months ,200
 England , BRITISH WHITE X , Non Dairy , F ,,2
 England , BRITISH WHITE X , Non Dairy , M , 0 to 6 months ,50
 England , BRITISH WHITE X , Non Dairy , M , 6 to 12 months ,107
 England , BRITISH WHITE X , Non Dairy , M , 12 to 18 months ,69
 England , BRITISH WHITE X , Non Dairy , M , 18 to 24 months ,89
 England , BRITISH WHITE X , Non Dairy , M , 24 to 30 months ,48
 England , BRITISH WHITE X , Non Dairy , M , 30 to 36 months ,19
 England , BRITISH WHITE X , Non Dairy , M , 36 to 42 months ,7
 England , BRITISH WHITE X , Non Dairy , M , 42 to 48 Months ,3
 England , BRITISH WHITE X , Non Dairy , M , 48 to 54 months ,2
 England , BRITISH WHITE X , Non Dairy , M , 54 to 60 months ,3
 England , BRITISH WHITE X , Non Dairy , M , 66 to 72 months ,1
 England , BRITISH WHITE X , Non Dairy , M , 78 to 84 months ,3
 England , BRITISH WHITE X , Non Dairy , M , 96 to102 months ,1
 England , BRITISH WHITE X , Non Dairy , M , 102+months ,5
 England , BRITISH WHITE X , Non Dairy , M ,,2
 England , BRITISH WHITE X , Non Dairy ,, 102+months ,1
 England , BROWN SWISS , Dairy , F , 0 to 6 months ,633
 England , BROWN SWISS , Dairy , F , 6 to 12 months ,455
 England , BROWN SWISS , Dairy , F , 12 to 18 months ,505
 England , BROWN SWISS , Dairy , F , 18 to 24 months ,423
 England , BROWN SWISS , Dairy , F , 24 to 30 months ,627
 England , BROWN SWISS , Dairy , F , 30 to 36 months ,519
 England , BROWN SWISS , Dairy , F , 36 to 42 months ,617
 England , BROWN SWISS , Dairy , F , 42 to 48 Months ,392
 England , BROWN SWISS , Dairy , F , 48 to 54 months ,389
 England , BROWN SWISS , Dairy , F , 54 to 60 months ,281
 England , BROWN SWISS , Dairy , F , 60 to 66 months ,271
 England , BROWN SWISS , Dairy , F , 66 to 72 months ,187
 England , BROWN SWISS , Dairy , F , 72 to 78 months ,231
 England , BROWN SWISS , Dairy , F , 78 to 84 months ,142
 England , BROWN SWISS , Dairy , F , 84 to 90 months ,135
 England , BROWN SWISS , Dairy , F , 90 to 96 months ,95
 England , BROWN SWISS , Dairy , F , 96 to102 months ,106
 England , BROWN SWISS , Dairy , F , 102+months ,330
 England , BROWN SWISS , Dairy , F ,,2
 England , BROWN SWISS , Dairy , M , 0 to 6 months ,332
 England , BROWN SWISS , Dairy , M , 6 to 12 months ,185
 England , BROWN SWISS , Dairy , M , 12 to 18 months ,224
 England , BROWN SWISS , Dairy , M , 18 to 24 months ,144
 England , BROWN SWISS , Dairy , M , 24 to 30 months ,126
 England , BROWN SWISS , Dairy , M , 30 to 36 months ,38
 England , BROWN SWISS , Dairy , M , 36 to 42 months ,17
 England , BROWN SWISS , Dairy , M , 42 to 48 Months ,8
 England , BROWN SWISS , Dairy , M , 48 to 54 months ,10
 England , BROWN SWISS , Dairy , M , 54 to 60 months ,7
 England , BROWN SWISS , Dairy , M , 60 to 66 months ,6
 England , BROWN SWISS , Dairy , M , 66 to 72 months ,2
 England , BROWN SWISS , Dairy , M , 72 to 78 months ,4
 England , BROWN SWISS , Dairy , M , 84 to 90 months ,3
 England , BROWN SWISS , Dairy , M , 90 to 96 months ,2
 England , BROWN SWISS , Dairy , M , 96 to102 months ,1
 England , BROWN SWISS , Dairy , M , 102+months ,1
 England , BROWN SWISS X , Dairy , F , 0 to 6 months ,"1,285"
 England , BROWN SWISS X , Dairy , F , 6 to 12 months ,785
 England , BROWN SWISS X , Dairy , F , 12 to 18 months ,"1,256"
 England , BROWN SWISS X , Dairy , F , 18 to 24 months ,866
 England , BROWN SWISS X , Dairy , F , 24 to 30 months ,"1,068"
 England , BROWN SWISS X , Dairy , F , 30 to 36 months ,796
 England , BROWN SWISS X , Dairy , F , 36 to 42 months ,975
 England , BROWN SWISS X , Dairy , F , 42 to 48 Months ,861
 England , BROWN SWISS X , Dairy , F , 48 to 54 months ,905
 England , BROWN SWISS X , Dairy , F , 54 to 60 months ,687
 England , BROWN SWISS X , Dairy , F , 60 to 66 months ,721
 England , BROWN SWISS X , Dairy , F , 66 to 72 months ,548
 England , BROWN SWISS X , Dairy , F , 72 to 78 months ,545
 England , BROWN SWISS X , Dairy , F , 78 to 84 months ,357
 England , BROWN SWISS X , Dairy , F , 84 to 90 months ,334
 England , BROWN SWISS X , Dairy , F , 90 to 96 months ,198
 England , BROWN SWISS X , Dairy , F , 96 to102 months ,182
 England , BROWN SWISS X , Dairy , F , 102+months ,614
 England , BROWN SWISS X , Dairy , F ,,22
 England , BROWN SWISS X , Dairy , M , 0 to 6 months ,908
 England , BROWN SWISS X , Dairy , M , 6 to 12 months ,492
 England , BROWN SWISS X , Dairy , M , 12 to 18 months ,766
 England , BROWN SWISS X , Dairy , M , 18 to 24 months ,416
 England , BROWN SWISS X , Dairy , M , 24 to 30 months ,307
 England , BROWN SWISS X , Dairy , M , 30 to 36 months ,94
 England , BROWN SWISS X , Dairy , M , 36 to 42 months ,17
 England , BROWN SWISS X , Dairy , M , 42 to 48 Months ,11
 England , BROWN SWISS X , Dairy , M , 48 to 54 months ,12
 England , BROWN SWISS X , Dairy , M , 54 to 60 months ,4
 England , BROWN SWISS X , Dairy , M , 60 to 66 months ,1
 England , BROWN SWISS X , Dairy , M , 66 to 72 months ,3
 England , BROWN SWISS X , Dairy , M , 72 to 78 months ,1
 England , BROWN SWISS X , Dairy , M , 96 to102 months ,7
 England , BROWN SWISS X , Dairy , M , 102+months ,5
 England , CANADIAN ANGUS X , Non Dairy , F , 102+months ,14
 England , CHAROLAIS , Non Dairy , F , 0 to 6 months ,"1,908"
 England , CHAROLAIS , Non Dairy , F , 6 to 12 months ,"3,953"
 England , CHAROLAIS , Non Dairy , F , 12 to 18 months ,"2,010"
 England , CHAROLAIS , Non Dairy , F , 18 to 24 months ,"3,586"
 England , CHAROLAIS , Non Dairy , F , 24 to 30 months ,"1,116"
 England , CHAROLAIS , Non Dairy , F , 30 to 36 months ,"1,879"
 England , CHAROLAIS , Non Dairy , F , 36 to 42 months ,725
 England , CHAROLAIS , Non Dairy , F , 42 to 48 Months ,"1,628"
 England , CHAROLAIS , Non Dairy , F , 48 to 54 months ,645
 England , CHAROLAIS , Non Dairy , F , 54 to 60 months ,"1,380"
 England , CHAROLAIS , Non Dairy , F , 60 to 66 months ,449
