Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 England , ABERDEEN ANGUS , Non Dairy , F , 0 to 6 months ,"5,050"
 England , ABERDEEN ANGUS , Non Dairy , F , 6 to 12 months ,"10,429"
 England , ABERDEEN ANGUS , Non Dairy , F , 12 to 18 months ,"4,696"
 England , ABERDEEN ANGUS , Non Dairy , F , 18 to 24 months ,"8,416"
 England , ABERDEEN ANGUS , Non Dairy , F , 24 to 30 months ,"2,345"
 England , ABERDEEN ANGUS , Non Dairy , F , 30 to 36 months ,"4,402"
 England , ABERDEEN ANGUS , Non Dairy , F , 36 to 42 months ,"1,245"
 England , ABERDEEN ANGUS , Non Dairy , F , 42 to 48 Months ,"3,672"
 England , ABERDEEN ANGUS , Non Dairy , F , 48 to 54 months ,"1,184"
 England , ABERDEEN ANGUS , Non Dairy , F , 54 to 60 months ,"3,095"
 England , ABERDEEN ANGUS , Non Dairy , F , 60 to 66 months ,922
 England , ABERDEEN ANGUS , Non Dairy , F , 66 to 72 months ,"2,672"
 England , ABERDEEN ANGUS , Non Dairy , F , 72 to 78 months ,948
 England , ABERDEEN ANGUS , Non Dairy , F , 78 to 84 months ,"2,332"
 England , ABERDEEN ANGUS , Non Dairy , F , 84 to 90 months ,772
 England , ABERDEEN ANGUS , Non Dairy , F , 90 to 96 months ,"1,847"
 England , ABERDEEN ANGUS , Non Dairy , F , 96 to102 months ,558
 England , ABERDEEN ANGUS , Non Dairy , F , 102+months ,"7,044"
 England , ABERDEEN ANGUS , Non Dairy , F ,,38
 England , ABERDEEN ANGUS , Non Dairy , M , 0 to 6 months ,"5,398"
 England , ABERDEEN ANGUS , Non Dairy , M , 6 to 12 months ,"11,320"
 England , ABERDEEN ANGUS , Non Dairy , M , 12 to 18 months ,"4,730"
 England , ABERDEEN ANGUS , Non Dairy , M , 18 to 24 months ,"8,223"
 England , ABERDEEN ANGUS , Non Dairy , M , 24 to 30 months ,"1,836"
 England , ABERDEEN ANGUS , Non Dairy , M , 30 to 36 months ,"1,581"
 England , ABERDEEN ANGUS , Non Dairy , M , 36 to 42 months ,288
 England , ABERDEEN ANGUS , Non Dairy , M , 42 to 48 Months ,881
 England , ABERDEEN ANGUS , Non Dairy , M , 48 to 54 months ,175
 England , ABERDEEN ANGUS , Non Dairy , M , 54 to 60 months ,636
 England , ABERDEEN ANGUS , Non Dairy , M , 60 to 66 months ,147
 England , ABERDEEN ANGUS , Non Dairy , M , 66 to 72 months ,422
 England , ABERDEEN ANGUS , Non Dairy , M , 72 to 78 months ,90
 England , ABERDEEN ANGUS , Non Dairy , M , 78 to 84 months ,298
 England , ABERDEEN ANGUS , Non Dairy , M , 84 to 90 months ,58
 England , ABERDEEN ANGUS , Non Dairy , M , 90 to 96 months ,202
 England , ABERDEEN ANGUS , Non Dairy , M , 96 to102 months ,34
 England , ABERDEEN ANGUS , Non Dairy , M , 102+months ,453
 England , ABERDEEN ANGUS , Non Dairy , M ,,11
 England , ABERDEEN ANGUS , Non Dairy ,, 42 to 48 Months ,1
 England , ABERDEEN ANGUS X , Non Dairy , F , 0 to 6 months ,"30,271"
 England , ABERDEEN ANGUS X , Non Dairy , F , 6 to 12 months ,"40,848"
 England , ABERDEEN ANGUS X , Non Dairy , F , 12 to 18 months ,"25,664"
 England , ABERDEEN ANGUS X , Non Dairy , F , 18 to 24 months ,"31,000"
 England , ABERDEEN ANGUS X , Non Dairy , F , 24 to 30 months ,"10,965"
 England , ABERDEEN ANGUS X , Non Dairy , F , 30 to 36 months ,"9,342"
 England , ABERDEEN ANGUS X , Non Dairy , F , 36 to 42 months ,"4,752"
 England , ABERDEEN ANGUS X , Non Dairy , F , 42 to 48 Months ,"7,369"
 England , ABERDEEN ANGUS X , Non Dairy , F , 48 to 54 months ,"3,722"
 England , ABERDEEN ANGUS X , Non Dairy , F , 54 to 60 months ,"5,664"
 England , ABERDEEN ANGUS X , Non Dairy , F , 60 to 66 months ,"2,999"
 England , ABERDEEN ANGUS X , Non Dairy , F , 66 to 72 months ,"4,811"
 England , ABERDEEN ANGUS X , Non Dairy , F , 72 to 78 months ,"3,058"
 England , ABERDEEN ANGUS X , Non Dairy , F , 78 to 84 months ,"4,425"
 England , ABERDEEN ANGUS X , Non Dairy , F , 84 to 90 months ,"2,661"
 England , ABERDEEN ANGUS X , Non Dairy , F , 90 to 96 months ,"3,479"
 England , ABERDEEN ANGUS X , Non Dairy , F , 96 to102 months ,"2,012"
 England , ABERDEEN ANGUS X , Non Dairy , F , 102+months ,"18,967"
 England , ABERDEEN ANGUS X , Non Dairy , F ,,126
 England , ABERDEEN ANGUS X , Non Dairy , M , 0 to 6 months ,"32,682"
 England , ABERDEEN ANGUS X , Non Dairy , M , 6 to 12 months ,"43,918"
 England , ABERDEEN ANGUS X , Non Dairy , M , 12 to 18 months ,"27,203"
 England , ABERDEEN ANGUS X , Non Dairy , M , 18 to 24 months ,"31,365"
 England , ABERDEEN ANGUS X , Non Dairy , M , 24 to 30 months ,"9,274"
 England , ABERDEEN ANGUS X , Non Dairy , M , 30 to 36 months ,"1,939"
 England , ABERDEEN ANGUS X , Non Dairy , M , 36 to 42 months ,343
 England , ABERDEEN ANGUS X , Non Dairy , M , 42 to 48 Months ,215
 England , ABERDEEN ANGUS X , Non Dairy , M , 48 to 54 months ,132
 England , ABERDEEN ANGUS X , Non Dairy , M , 54 to 60 months ,133
 England , ABERDEEN ANGUS X , Non Dairy , M , 60 to 66 months ,61
 England , ABERDEEN ANGUS X , Non Dairy , M , 66 to 72 months ,73
 England , ABERDEEN ANGUS X , Non Dairy , M , 72 to 78 months ,70
 England , ABERDEEN ANGUS X , Non Dairy , M , 78 to 84 months ,58
 England , ABERDEEN ANGUS X , Non Dairy , M , 84 to 90 months ,41
 England , ABERDEEN ANGUS X , Non Dairy , M , 90 to 96 months ,53
 England , ABERDEEN ANGUS X , Non Dairy , M , 96 to102 months ,45
 England , ABERDEEN ANGUS X , Non Dairy , M , 102+months ,338
 England , ABERDEEN ANGUS X , Non Dairy , M ,,44
 England , ABERDEEN ANGUS X , Non Dairy ,, 6 to 12 months ,1
 England , ABERDEEN ANGUS X , Non Dairy ,, 24 to 30 months ,1
 England , ABERDEEN ANGUS X , Non Dairy ,, 60 to 66 months ,1
 England , ABERDEEN ANGUS X , Non Dairy ,, 66 to 72 months ,1
 England , ABERDEEN ANGUS X , Non Dairy ,, 102+months ,1
 England , ABONDANCE , Non Dairy , F , 12 to 18 months ,1
 England , ABONDANCE , Non Dairy , F , 18 to 24 months ,2
 England , ABONDANCE , Non Dairy , M , 6 to 12 months ,1
 England , ABONDANCE , Non Dairy , M , 18 to 24 months ,1
 England , ABONDANCE CROSS , Non Dairy , F , 0 to 6 months ,4
 England , ABONDANCE CROSS , Non Dairy , F , 6 to 12 months ,10
 England , ABONDANCE CROSS , Non Dairy , F , 18 to 24 months ,15
 England , ABONDANCE CROSS , Non Dairy , M , 0 to 6 months ,4
 England , ABONDANCE CROSS , Non Dairy , M , 12 to 18 months ,1
 England , ANGLER ROTVIEH , Non Dairy , F , 0 to 6 months ,9
 England , ANGLER ROTVIEH , Non Dairy , F , 12 to 18 months ,3
 England , ANGLER ROTVIEH , Non Dairy , F , 18 to 24 months ,1
 England , ANGLER ROTVIEH , Non Dairy , F , 24 to 30 months ,10
 England , ANGLER ROTVIEH , Non Dairy , F , 30 to 36 months ,6
 England , ANGLER ROTVIEH , Non Dairy , F , 42 to 48 Months ,4
 England , ANGLER ROTVIEH , Non Dairy , F , 48 to 54 months ,3
 England , ANGLER ROTVIEH , Non Dairy , F , 54 to 60 months ,2
 England , ANGLER ROTVIEH , Non Dairy , M , 0 to 6 months ,4
 England , ANGLER ROTVIEH , Non Dairy , M , 12 to 18 months ,1
 England , ANGLER ROTVIEH , Non Dairy , M , 24 to 30 months ,2
 England , ANGLER ROTVIEH X , Non Dairy , F , 0 to 6 months ,4
 England , ANGLER ROTVIEH X , Non Dairy , F , 6 to 12 months ,3
 England , ANGLER ROTVIEH X , Non Dairy , F , 12 to 18 months ,6
 England , ANGLER ROTVIEH X , Non Dairy , F , 48 to 54 months ,21
 England , ANGLER ROTVIEH X , Non Dairy , F , 96 to102 months ,1
 England , ANGLER ROTVIEH X , Non Dairy , F , 102+months ,2
 England , ANGLER ROTVIEH X , Non Dairy , M , 0 to 6 months ,2
 England , ANGLER ROTVIEH X , Non Dairy , M , 6 to 12 months ,9
 England , ANGLER ROTVIEH X , Non Dairy , M , 12 to 18 months ,3
 England , ANGLER ROTVIEH X , Non Dairy , M , 48 to 54 months ,2
 England , ANKOLE , Non Dairy , F , 54 to 60 months ,1
 England , ANKOLE , Non Dairy , F , 102+months ,4
 England , ANKOLE , Non Dairy , M , 12 to 18 months ,1
 England , ANKOLE , Non Dairy , M , 54 to 60 months ,1
 England , ARMORICAINE , Non Dairy , F , 102+months ,1
 England , ARMORICAINE X , Non Dairy , M , 0 to 6 months ,1
 England , AUBRAC , Non Dairy , F , 6 to 12 months ,11
 England , AUBRAC , Non Dairy , F , 18 to 24 months ,13
 England , AUBRAC , Non Dairy , F , 42 to 48 Months ,6
 England , AUBRAC , Non Dairy , F , 54 to 60 months ,8
 England , AUBRAC , Non Dairy , F , 66 to 72 months ,1
 England , AUBRAC , Non Dairy , F , 90 to 96 months ,1
 England , AUBRAC , Non Dairy , F , 102+months ,27
 England , AUBRAC , Non Dairy , M , 6 to 12 months ,10
 England , AUBRAC , Non Dairy , M , 18 to 24 months ,13
 England , AUBRAC , Non Dairy , M , 30 to 36 months ,1
 England , AUBRAC , Non Dairy , M , 102+months ,1
 England , AUBRAC X , Non Dairy , F , 6 to 12 months ,1
 England , AUBRAC X , Non Dairy , F , 12 to 18 months ,1
 England , AUBRAC X , Non Dairy , F , 18 to 24 months ,2
 England , AUBRAC X , Non Dairy , F , 30 to 36 months ,2
 England , AUBRAC X , Non Dairy , F , 36 to 42 months ,1
 England , AUBRAC X , Non Dairy , F , 42 to 48 Months ,1
 England , AUBRAC X , Non Dairy , F , 54 to 60 months ,1
 England , AUBRAC X , Non Dairy , F , 72 to 78 months ,1
 England , AUBRAC X , Non Dairy , F , 102+months ,7
 England , AUBRAC X , Non Dairy , M , 12 to 18 months ,1
 England , AUBRAC X , Non Dairy , M , 18 to 24 months ,7
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 0 to 6 months ,9
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 6 to 12 months ,18
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 12 to 18 months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 18 to 24 months ,12
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 24 to 30 months ,6
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 30 to 36 months ,7
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 36 to 42 months ,5
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 42 to 48 Months ,9
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 48 to 54 months ,1
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 54 to 60 months ,3
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 60 to 66 months ,2
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 66 to 72 months ,9
 England , AUSTRALIAN LOWLINE , Non Dairy , F , 84 to 90 months ,1
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 0 to 6 months ,7
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 6 to 12 months ,10
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 12 to 18 months ,6
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 18 to 24 months ,19
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 24 to 30 months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 30 to 36 months ,1
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 36 to 42 months ,2
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 42 to 48 Months ,4
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 54 to 60 months ,1
 England , AUSTRALIAN LOWLINE , Non Dairy , M , 84 to 90 months ,1
 England , AUSTRALIAN LOWLINE X , Non Dairy , F , 0 to 6 months ,1
 England , AUSTRALIAN LOWLINE X , Non Dairy , F , 6 to 12 months ,4
 England , AUSTRALIAN LOWLINE X , Non Dairy , F , 12 to 18 months ,2
 England , AUSTRALIAN LOWLINE X , Non Dairy , F , 18 to 24 months ,1
 England , AUSTRALIAN LOWLINE X , Non Dairy , M , 0 to 6 months ,1
 England , AUSTRALIAN LOWLINE X , Non Dairy , M , 6 to 12 months ,5
 England , AUSTRALIAN LOWLINE X , Non Dairy , M , 18 to 24 months ,3
 England , AYRSHIRE , Dairy , F , 0 to 6 months ,"2,122"
 England , AYRSHIRE , Dairy , F , 6 to 12 months ,"1,594"
 England , AYRSHIRE , Dairy , F , 12 to 18 months ,"1,796"
 England , AYRSHIRE , Dairy , F , 18 to 24 months ,"1,547"
 England , AYRSHIRE , Dairy , F , 24 to 30 months ,"1,794"
 England , AYRSHIRE , Dairy , F , 30 to 36 months ,"1,543"
 England , AYRSHIRE , Dairy , F , 36 to 42 months ,"1,674"
 England , AYRSHIRE , Dairy , F , 42 to 48 Months ,"1,360"
 England , AYRSHIRE , Dairy , F , 48 to 54 months ,"1,471"
 England , AYRSHIRE , Dairy , F , 54 to 60 months ,"1,216"
 England , AYRSHIRE , Dairy , F , 60 to 66 months ,"1,231"
 England , AYRSHIRE , Dairy , F , 66 to 72 months ,923
 England , AYRSHIRE , Dairy , F , 72 to 78 months ,"1,071"
 England , AYRSHIRE , Dairy , F , 78 to 84 months ,671
 England , AYRSHIRE , Dairy , F , 84 to 90 months ,803
 England , AYRSHIRE , Dairy , F , 90 to 96 months ,554
 England , AYRSHIRE , Dairy , F , 96 to102 months ,556
 England , AYRSHIRE , Dairy , F , 102+months ,"2,446"
 England , AYRSHIRE , Dairy , F ,,28
 England , AYRSHIRE , Dairy , M , 0 to 6 months ,845
 England , AYRSHIRE , Dairy , M , 6 to 12 months ,659
 England , AYRSHIRE , Dairy , M , 12 to 18 months ,734
 England , AYRSHIRE , Dairy , M , 18 to 24 months ,447
 England , AYRSHIRE , Dairy , M , 24 to 30 months ,325
 England , AYRSHIRE , Dairy , M , 30 to 36 months ,136
 England , AYRSHIRE , Dairy , M , 36 to 42 months ,49
 England , AYRSHIRE , Dairy , M , 42 to 48 Months ,29
 England , AYRSHIRE , Dairy , M , 48 to 54 months ,25
 England , AYRSHIRE , Dairy , M , 54 to 60 months ,26
 England , AYRSHIRE , Dairy , M , 60 to 66 months ,14
 England , AYRSHIRE , Dairy , M , 66 to 72 months ,11
 England , AYRSHIRE , Dairy , M , 72 to 78 months ,11
 England , AYRSHIRE , Dairy , M , 78 to 84 months ,9
 England , AYRSHIRE , Dairy , M , 84 to 90 months ,6
 England , AYRSHIRE , Dairy , M , 90 to 96 months ,5
 England , AYRSHIRE , Dairy , M , 96 to102 months ,4
 England , AYRSHIRE , Dairy , M , 102+months ,35
 England , AYRSHIRE , Dairy , M ,,2
 England , AYRSHIRE X , Dairy , F , 0 to 6 months ,650
 England , AYRSHIRE X , Dairy , F , 6 to 12 months ,769
 England , AYRSHIRE X , Dairy , F , 12 to 18 months ,650
 England , AYRSHIRE X , Dairy , F , 18 to 24 months ,660
 England , AYRSHIRE X , Dairy , F , 24 to 30 months ,663
 England , AYRSHIRE X , Dairy , F , 30 to 36 months ,651
 England , AYRSHIRE X , Dairy , F , 36 to 42 months ,477
 England , AYRSHIRE X , Dairy , F , 42 to 48 Months ,576
 England , AYRSHIRE X , Dairy , F , 48 to 54 months ,461
 England , AYRSHIRE X , Dairy , F , 54 to 60 months ,367
 England , AYRSHIRE X , Dairy , F , 60 to 66 months ,315
 England , AYRSHIRE X , Dairy , F , 66 to 72 months ,345
 England , AYRSHIRE X , Dairy , F , 72 to 78 months ,272
 England , AYRSHIRE X , Dairy , F , 78 to 84 months ,222
 England , AYRSHIRE X , Dairy , F , 84 to 90 months ,156
 England , AYRSHIRE X , Dairy , F , 90 to 96 months ,118
 England , AYRSHIRE X , Dairy , F , 96 to102 months ,103
 England , AYRSHIRE X , Dairy , F , 102+months ,343
 England , AYRSHIRE X , Dairy , M , 0 to 6 months ,315
 England , AYRSHIRE X , Dairy , M , 6 to 12 months ,293
 England , AYRSHIRE X , Dairy , M , 12 to 18 months ,226
 England , AYRSHIRE X , Dairy , M , 18 to 24 months ,173
 England , AYRSHIRE X , Dairy , M , 24 to 30 months ,102
 England , AYRSHIRE X , Dairy , M , 30 to 36 months ,40
 England , AYRSHIRE X , Dairy , M , 36 to 42 months ,17
 England , AYRSHIRE X , Dairy , M , 42 to 48 Months ,5
 England , AYRSHIRE X , Dairy , M , 48 to 54 months ,17
 England , AYRSHIRE X , Dairy , M , 54 to 60 months ,5
 England , AYRSHIRE X , Dairy , M , 60 to 66 months ,7
 England , AYRSHIRE X , Dairy , M , 66 to 72 months ,6
 England , AYRSHIRE X , Dairy , M , 72 to 78 months ,3
 England , AYRSHIRE X , Dairy , M , 78 to 84 months ,3
 England , AYRSHIRE X , Dairy , M , 90 to 96 months ,1
 England , AYRSHIRE X , Dairy , M , 102+months ,13
 England , BALTATA ROMANEASCA , Non Dairy , F , 18 to 24 months ,1
 England , BAZADAISE , Non Dairy , F , 0 to 6 months ,44
 England , BAZADAISE , Non Dairy , F , 6 to 12 months ,104
 England , BAZADAISE , Non Dairy , F , 12 to 18 months ,69
 England , BAZADAISE , Non Dairy , F , 18 to 24 months ,79
 England , BAZADAISE , Non Dairy , F , 24 to 30 months ,34
 England , BAZADAISE , Non Dairy , F , 30 to 36 months ,72
 England , BAZADAISE , Non Dairy , F , 36 to 42 months ,27
 England , BAZADAISE , Non Dairy , F , 42 to 48 Months ,62
 England , BAZADAISE , Non Dairy , F , 48 to 54 months ,24
 England , BAZADAISE , Non Dairy , F , 54 to 60 months ,49
 England , BAZADAISE , Non Dairy , F , 60 to 66 months ,13
 England , BAZADAISE , Non Dairy , F , 66 to 72 months ,26
 England , BAZADAISE , Non Dairy , F , 72 to 78 months ,8
 England , BAZADAISE , Non Dairy , F , 78 to 84 months ,49
 England , BAZADAISE , Non Dairy , F , 84 to 90 months ,23
 England , BAZADAISE , Non Dairy , F , 90 to 96 months ,21
 England , BAZADAISE , Non Dairy , F , 96 to102 months ,14
 England , BAZADAISE , Non Dairy , F , 102+months ,108
 England , BAZADAISE , Non Dairy , M , 0 to 6 months ,57
 England , BAZADAISE , Non Dairy , M , 6 to 12 months ,109
 England , BAZADAISE , Non Dairy , M , 12 to 18 months ,66
 England , BAZADAISE , Non Dairy , M , 18 to 24 months ,68
 England , BAZADAISE , Non Dairy , M , 24 to 30 months ,18
 England , BAZADAISE , Non Dairy , M , 30 to 36 months ,26
 England , BAZADAISE , Non Dairy , M , 36 to 42 months ,10
 England , BAZADAISE , Non Dairy , M , 42 to 48 Months ,12
 England , BAZADAISE , Non Dairy , M , 48 to 54 months ,11
 England , BAZADAISE , Non Dairy , M , 54 to 60 months ,10
 England , BAZADAISE , Non Dairy , M , 60 to 66 months ,6
 England , BAZADAISE , Non Dairy , M , 66 to 72 months ,8
 England , BAZADAISE , Non Dairy , M , 72 to 78 months ,6
 England , BAZADAISE , Non Dairy , M , 78 to 84 months ,9
 England , BAZADAISE , Non Dairy , M , 84 to 90 months ,5
 England , BAZADAISE , Non Dairy , M , 90 to 96 months ,5
 England , BAZADAISE , Non Dairy , M , 96 to102 months ,2
 England , BAZADAISE , Non Dairy , M , 102+months ,28
 England , BAZADAISE X , Non Dairy , F , 0 to 6 months ,355
 England , BAZADAISE X , Non Dairy , F , 6 to 12 months ,707
 England , BAZADAISE X , Non Dairy , F , 12 to 18 months ,346
 England , BAZADAISE X , Non Dairy , F , 18 to 24 months ,595
 England , BAZADAISE X , Non Dairy , F , 24 to 30 months ,165
 England , BAZADAISE X , Non Dairy , F , 30 to 36 months ,173
 England , BAZADAISE X , Non Dairy , F , 36 to 42 months ,69
 England , BAZADAISE X , Non Dairy , F , 42 to 48 Months ,123
 England , BAZADAISE X , Non Dairy , F , 48 to 54 months ,49
 England , BAZADAISE X , Non Dairy , F , 54 to 60 months ,85
 England , BAZADAISE X , Non Dairy , F , 60 to 66 months ,35
 England , BAZADAISE X , Non Dairy , F , 66 to 72 months ,95
 England , BAZADAISE X , Non Dairy , F , 72 to 78 months ,38
 England , BAZADAISE X , Non Dairy , F , 78 to 84 months ,94
 England , BAZADAISE X , Non Dairy , F , 84 to 90 months ,62
 England , BAZADAISE X , Non Dairy , F , 90 to 96 months ,69
 England , BAZADAISE X , Non Dairy , F , 96 to102 months ,41
 England , BAZADAISE X , Non Dairy , F , 102+months ,369
 England , BAZADAISE X , Non Dairy , M , 0 to 6 months ,354
 England , BAZADAISE X , Non Dairy , M , 6 to 12 months ,780
 England , BAZADAISE X , Non Dairy , M , 12 to 18 months ,304
 England , BAZADAISE X , Non Dairy , M , 18 to 24 months ,459
 England , BAZADAISE X , Non Dairy , M , 24 to 30 months ,109
 England , BAZADAISE X , Non Dairy , M , 30 to 36 months ,34
 England , BAZADAISE X , Non Dairy , M , 36 to 42 months ,4
 England , BAZADAISE X , Non Dairy , M , 42 to 48 Months ,4
 England , BAZADAISE X , Non Dairy , M , 48 to 54 months ,1
 England , BAZADAISE X , Non Dairy , M , 54 to 60 months ,2
 England , BAZADAISE X , Non Dairy , M , 60 to 66 months ,2
 England , BAZADAISE X , Non Dairy , M , 66 to 72 months ,6
 England , BAZADAISE X , Non Dairy , M , 78 to 84 months ,2
 England , BAZADAISE X , Non Dairy , M , 90 to 96 months ,5
 England , BAZADAISE X , Non Dairy , M , 102+months ,13
 England , BAZADAISE X , Non Dairy , M ,,1
 England , BEEF SHORTHORN , Non Dairy , F , 0 to 6 months ,547
 England , BEEF SHORTHORN , Non Dairy , F , 6 to 12 months ,"1,747"
 England , BEEF SHORTHORN , Non Dairy , F , 12 to 18 months ,516
 England , BEEF SHORTHORN , Non Dairy , F , 18 to 24 months ,"1,433"
 England , BEEF SHORTHORN , Non Dairy , F , 24 to 30 months ,344
 England , BEEF SHORTHORN , Non Dairy , F , 30 to 36 months ,"1,199"
 England , BEEF SHORTHORN , Non Dairy , F , 36 to 42 months ,284
 England , BEEF SHORTHORN , Non Dairy , F , 42 to 48 Months ,975
 England , BEEF SHORTHORN , Non Dairy , F , 48 to 54 months ,216
 England , BEEF SHORTHORN , Non Dairy , F , 54 to 60 months ,783
 England , BEEF SHORTHORN , Non Dairy , F , 60 to 66 months ,173
 England , BEEF SHORTHORN , Non Dairy , F , 66 to 72 months ,620
 England , BEEF SHORTHORN , Non Dairy , F , 72 to 78 months ,189
 England , BEEF SHORTHORN , Non Dairy , F , 78 to 84 months ,539
 England , BEEF SHORTHORN , Non Dairy , F , 84 to 90 months ,146
 England , BEEF SHORTHORN , Non Dairy , F , 90 to 96 months ,398
 England , BEEF SHORTHORN , Non Dairy , F , 96 to102 months ,89
 England , BEEF SHORTHORN , Non Dairy , F , 102+months ,"1,033"
 England , BEEF SHORTHORN , Non Dairy , M , 0 to 6 months ,566
 England , BEEF SHORTHORN , Non Dairy , M , 6 to 12 months ,"1,714"
 England , BEEF SHORTHORN , Non Dairy , M , 12 to 18 months ,511
 England , BEEF SHORTHORN , Non Dairy , M , 18 to 24 months ,"1,202"
 England , BEEF SHORTHORN , Non Dairy , M , 24 to 30 months ,146
 England , BEEF SHORTHORN , Non Dairy , M , 30 to 36 months ,246
 England , BEEF SHORTHORN , Non Dairy , M , 36 to 42 months ,34
 England , BEEF SHORTHORN , Non Dairy , M , 42 to 48 Months ,127
 England , BEEF SHORTHORN , Non Dairy , M , 48 to 54 months ,21
 England , BEEF SHORTHORN , Non Dairy , M , 54 to 60 months ,97
 England , BEEF SHORTHORN , Non Dairy , M , 60 to 66 months ,17
 England , BEEF SHORTHORN , Non Dairy , M , 66 to 72 months ,61
 England , BEEF SHORTHORN , Non Dairy , M , 72 to 78 months ,17
 England , BEEF SHORTHORN , Non Dairy , M , 78 to 84 months ,49
 England , BEEF SHORTHORN , Non Dairy , M , 84 to 90 months ,1
 England , BEEF SHORTHORN , Non Dairy , M , 90 to 96 months ,26
 England , BEEF SHORTHORN , Non Dairy , M , 96 to102 months ,3
 England , BEEF SHORTHORN , Non Dairy , M , 102+months ,39
 England , BEEF SHORTHORN , Non Dairy ,, 66 to 72 months ,1
 England , BEEF SHORTHORN X , Non Dairy , F , 0 to 6 months ,"1,027"
 England , BEEF SHORTHORN X , Non Dairy , F , 6 to 12 months ,"1,848"
 England , BEEF SHORTHORN X , Non Dairy , F , 12 to 18 months ,868
 England , BEEF SHORTHORN X , Non Dairy , F , 18 to 24 months ,"1,576"
 England , BEEF SHORTHORN X , Non Dairy , F , 24 to 30 months ,475
 England , BEEF SHORTHORN X , Non Dairy , F , 30 to 36 months ,726
 England , BEEF SHORTHORN X , Non Dairy , F , 36 to 42 months ,288
 England , BEEF SHORTHORN X , Non Dairy , F , 42 to 48 Months ,479
 England , BEEF SHORTHORN X , Non Dairy , F , 48 to 54 months ,193
 England , BEEF SHORTHORN X , Non Dairy , F , 54 to 60 months ,386
 England , BEEF SHORTHORN X , Non Dairy , F , 60 to 66 months ,128
 England , BEEF SHORTHORN X , Non Dairy , F , 66 to 72 months ,296
 England , BEEF SHORTHORN X , Non Dairy , F , 72 to 78 months ,103
 England , BEEF SHORTHORN X , Non Dairy , F , 78 to 84 months ,250
 England , BEEF SHORTHORN X , Non Dairy , F , 84 to 90 months ,102
 England , BEEF SHORTHORN X , Non Dairy , F , 90 to 96 months ,196
 England , BEEF SHORTHORN X , Non Dairy , F , 96 to102 months ,86
 England , BEEF SHORTHORN X , Non Dairy , F , 102+months ,560
 England , BEEF SHORTHORN X , Non Dairy , M , 0 to 6 months ,"1,073"
 England , BEEF SHORTHORN X , Non Dairy , M , 6 to 12 months ,"1,887"
 England , BEEF SHORTHORN X , Non Dairy , M , 12 to 18 months ,842
 England , BEEF SHORTHORN X , Non Dairy , M , 18 to 24 months ,"1,429"
 England , BEEF SHORTHORN X , Non Dairy , M , 24 to 30 months ,257
 England , BEEF SHORTHORN X , Non Dairy , M , 30 to 36 months ,71
 England , BEEF SHORTHORN X , Non Dairy , M , 36 to 42 months ,7
 England , BEEF SHORTHORN X , Non Dairy , M , 42 to 48 Months ,6
 England , BEEF SHORTHORN X , Non Dairy , M , 48 to 54 months ,4
 England , BEEF SHORTHORN X , Non Dairy , M , 54 to 60 months ,5
 England , BEEF SHORTHORN X , Non Dairy , M , 60 to 66 months ,1
 England , BEEF SHORTHORN X , Non Dairy , M , 66 to 72 months ,1
 England , BEEF SHORTHORN X , Non Dairy , M , 72 to 78 months ,2
 England , BEEF SHORTHORN X , Non Dairy , M , 78 to 84 months ,1
 England , BEEF SHORTHORN X , Non Dairy , M , 90 to 96 months ,5
 England , BEEF SHORTHORN X , Non Dairy , M , 96 to102 months ,1
 England , BEEF SHORTHORN X , Non Dairy , M , 102+months ,5
 England , BEEF X , Non Dairy , F , 102+months ,1
 England , BEEFALO , Non Dairy , F , 12 to 18 months ,3
 England , BEEFALO , Non Dairy , F , 30 to 36 months ,1
 England , BEEFALO , Non Dairy , F , 102+months ,8
 England , BEEFALO , Non Dairy , M , 12 to 18 months ,3
 England , BELGIAN BLUE , Non Dairy , F , 60 to 66 months ,94
 England , BELGIAN BLUE , Non Dairy , F , 66 to 72 months ,428
 England , BELGIAN BLUE , Non Dairy , F , 72 to 78 months ,373
 England , BELGIAN BLUE , Non Dairy , F , 78 to 84 months ,550
 England , BELGIAN BLUE , Non Dairy , F , 84 to 90 months ,412
 England , BELGIAN BLUE , Non Dairy , F , 90 to 96 months ,363
