County Name,Breed,Sex,0-1 Years,1-2 Years,2-3 Years,3-4 Years,4-5 Years,Over 5 Years,Totals
Cambridgeshire,HEX,F,152,189,117,86,109,317,970
Cambridgeshire,HEX,M,205,493,259,2,1,2,962
Cambridgeshire,HF,F,197,285,244,163,135,220,"1,244"
Cambridgeshire,HF,M,377,457,152,10,0,5,"1,001"
Cambridgeshire,HFX,F,6,24,7,12,13,13,75
Cambridgeshire,HFX,M,4,25,2,1,0,0,32
Cambridgeshire,HI,F,17,8,8,15,3,33,84
Cambridgeshire,HI,M,16,9,2,2,1,4,34
Cambridgeshire,HIX,F,3,2,0,0,0,6,11
Cambridgeshire,HIX,M,2,3,0,0,0,0,5
Cambridgeshire,HO,F,4,1,1,7,6,23,42
Cambridgeshire,HO,M,7,35,4,1,1,1,49
Cambridgeshire,HOX,F,21,7,3,1,0,3,35
Cambridgeshire,HOX,M,4,8,0,0,0,0,12
Cambridgeshire,HX,F,0,0,0,0,0,110,110
Cambridgeshire,HX,M,0,0,0,0,0,6,6
Cambridgeshire,IM,F,0,3,0,0,1,3,7
Cambridgeshire,IM,M,4,0,1,0,0,2,7
Cambridgeshire,IMX,F,1,1,0,1,0,0,3
Cambridgeshire,IMX,M,2,2,1,0,0,0,5
Cambridgeshire,JE,F,0,10,4,6,1,32,53
Cambridgeshire,JE,M,0,1,0,0,0,0,1
Cambridgeshire,JEX,F,1,3,4,1,1,14,24
Cambridgeshire,JEX,M,3,1,2,0,0,2,8
Cambridgeshire,LH,F,31,22,15,17,13,42,140
Cambridgeshire,LH,M,23,18,3,1,1,3,49
Cambridgeshire,LHX,F,1,0,0,0,1,1,3
Cambridgeshire,LHX,M,0,4,0,0,0,0,4
Cambridgeshire,LI,F,0,0,0,0,0,35,35
Cambridgeshire,LI,M,0,0,0,0,0,7,7
Cambridgeshire,LIM,F,93,93,50,40,21,126,423
Cambridgeshire,LIM,M,71,92,34,6,5,20,228
Cambridgeshire,LIMBX,F,0,0,0,0,0,3,3
Cambridgeshire,LIMR,F,0,0,0,0,0,7,7
Cambridgeshire,LIMR,M,0,0,0,0,0,1,1
Cambridgeshire,LIMRX,F,0,0,0,0,0,11,11
Cambridgeshire,LIMRX,M,0,0,0,0,0,1,1
Cambridgeshire,LIMX,F,705,683,173,138,127,388,"2,214"
Cambridgeshire,LIMX,M,806,"1,299",226,2,8,14,"2,355"
Cambridgeshire,LIX,F,0,0,0,0,0,113,113
Cambridgeshire,LIX,M,0,0,0,0,0,24,24
Cambridgeshire,LMX,F,0,0,0,0,0,5,5
Cambridgeshire,LR,F,1,4,3,0,0,0,8
Cambridgeshire,LR,M,1,0,0,0,0,0,1
Cambridgeshire,LRX,M,0,6,0,0,0,0,6
Cambridgeshire,MAX,F,0,0,0,0,0,2,2
Cambridgeshire,MG,F,1,2,0,3,0,21,27
Cambridgeshire,MG,M,1,2,0,0,0,0,3
Cambridgeshire,MGX,F,7,6,0,2,0,3,18
Cambridgeshire,MGX,M,6,3,0,0,0,0,9
Cambridgeshire,MO,F,0,0,1,0,0,0,1
Cambridgeshire,MO,M,0,6,4,0,0,0,10
Cambridgeshire,MOX,F,0,1,0,2,0,1,4
Cambridgeshire,MOX,M,16,13,1,0,0,0,30
Cambridgeshire,MRI,F,0,0,0,0,0,1,1
Cambridgeshire,MRI,M,1,0,0,0,0,0,1
Cambridgeshire,MRIX,M,0,2,12,0,0,0,14
Cambridgeshire,NOX,F,0,0,1,0,0,0,1
Cambridgeshire,NS,F,0,0,0,0,0,66,66
Cambridgeshire,OEX,F,0,2,0,0,0,0,2
Cambridgeshire,OEX,M,0,1,1,0,0,0,2
Cambridgeshire,OO,F,0,0,0,0,0,1,1
Cambridgeshire,PAX,F,3,0,0,0,0,0,3
Cambridgeshire,PAX,M,1,0,0,0,0,0,1
Cambridgeshire,PI,F,0,4,2,0,0,1,7
Cambridgeshire,PIX,F,1,1,0,0,0,9,11
Cambridgeshire,PIX,M,2,3,0,0,0,4,9
Cambridgeshire,ROX,M,0,1,0,0,0,0,1
Cambridgeshire,RP,F,12,0,0,3,4,10,29
Cambridgeshire,RP,M,8,9,0,0,0,0,17
Cambridgeshire,RPX,F,2,1,1,2,2,9,17
Cambridgeshire,RPX,M,1,2,0,0,0,0,3
Cambridgeshire,RWFR,F,0,0,0,0,0,2,2
Cambridgeshire,SA,F,2,3,0,0,0,3,8
Cambridgeshire,SA,M,0,3,1,0,0,0,4
Cambridgeshire,SAX,F,11,15,8,16,9,22,81
Cambridgeshire,SAX,M,13,9,2,0,0,0,24
Cambridgeshire,SD,F,11,14,8,13,9,26,81
Cambridgeshire,SD,M,18,12,1,1,1,1,34
Cambridgeshire,SDX,F,22,33,19,4,1,14,93
Cambridgeshire,SDX,M,19,41,3,1,0,0,64
Cambridgeshire,SH,F,1,0,2,1,5,9,18
Cambridgeshire,SH,M,11,12,2,0,0,1,26
Cambridgeshire,SHO,F,3,1,2,0,1,23,30
Cambridgeshire,SHO,M,3,4,1,0,0,2,10
Cambridgeshire,SHOX,F,10,3,0,2,0,9,24
Cambridgeshire,SHOX,M,12,13,5,0,0,0,30
Cambridgeshire,SM,F,52,59,33,33,40,177,394
Cambridgeshire,SM,M,63,76,22,6,3,21,191
Cambridgeshire,SMX,F,471,375,141,164,158,594,"1,903"
Cambridgeshire,SMX,M,481,572,115,5,2,46,"1,221"
Cambridgeshire,SRWX,F,2,0,1,0,0,0,3
Cambridgeshire,SRWX,M,2,0,0,0,0,0,2
Cambridgeshire,STX,M,0,3,1,0,0,0,4
Cambridgeshire,SU,F,0,1,0,1,2,0,4
Cambridgeshire,SU,M,0,2,0,0,0,0,2
Cambridgeshire,SUX,F,1,8,2,0,1,12,24
Cambridgeshire,SUX,M,4,6,1,0,0,0,11
Cambridgeshire,WB,F,0,0,0,1,0,1,2
Cambridgeshire,WBX,F,1,0,0,0,0,1,2
Cambridgeshire,WBX,M,0,1,3,0,0,0,4
Cambridgeshire,WP,F,7,8,5,3,2,15,40
Cambridgeshire,WP,M,5,13,2,0,0,3,23
Cambridgeshire,WPX,F,1,0,2,0,0,0,3
Cambridgeshire,WPX,M,2,2,0,0,0,0,4
Cambridgeshire,WSX,M,2,0,0,0,0,0,2
Cheshire,AA,F,363,252,133,85,59,337,"1,229"
Cheshire,AA,M,386,263,108,42,18,86,903
Cheshire,AAX,F,"1,329","1,053",350,169,144,571,"3,616"
Cheshire,AAX,M,"1,418","1,129",292,29,13,91,"2,972"
Cheshire,AR,F,0,2,0,0,0,0,2
Cheshire,AR,M,2,2,0,0,0,0,4
Cheshire,ARX,F,0,2,1,0,0,0,3
Cheshire,ARX,M,0,0,2,0,0,0,2
Cheshire,AY,F,199,191,175,203,270,620,"1,658"
Cheshire,AY,M,31,17,11,0,3,2,64
Cheshire,AYX,F,79,38,67,21,35,45,285
Cheshire,AYX,M,26,2,3,0,1,1,33
Cheshire,BA,F,42,53,28,19,13,76,231
Cheshire,BA,M,44,35,13,10,8,24,134
Cheshire,BABX,F,0,0,0,0,0,2,2
Cheshire,BABX,M,0,0,0,0,0,1,1
Cheshire,BAL,F,1,1,2,1,0,10,15
Cheshire,BALX,F,15,12,2,0,0,4,33
Cheshire,BALX,M,1,0,0,0,0,0,1
Cheshire,BAX,F,310,335,57,30,18,102,852
Cheshire,BAX,M,329,241,47,5,0,35,657
Cheshire,BAZ,F,9,16,5,8,8,16,62
Cheshire,BAZ,M,20,15,0,5,1,2,43
Cheshire,BAZX,F,37,10,1,6,3,17,74
Cheshire,BAZX,M,44,15,2,0,0,0,61
Cheshire,BB,F,301,282,106,28,31,272,"1,020"
Cheshire,BB,M,334,207,88,18,15,141,803
Cheshire,BBX,F,"1,836","1,467",503,178,109,770,"4,863"
Cheshire,BBX,M,"1,999","1,165",288,27,10,174,"3,663"
Cheshire,BF,F,"2,012","1,764","2,255","2,710","2,858","5,132","16,731"
Cheshire,BF,M,"1,143",568,236,42,22,40,"2,051"
Cheshire,BFX,F,403,437,379,315,274,402,"2,210"
Cheshire,BFX,M,204,110,21,4,0,2,341
Cheshire,BG,F,3,5,4,3,1,14,30
Cheshire,BG,M,4,4,0,1,0,1,10
Cheshire,BGX,F,1,11,3,0,0,3,18
Cheshire,BGX,M,4,12,3,0,0,0,19
Cheshire,BH,F,25,0,0,0,0,"1,074","1,099"
Cheshire,BH,M,9,0,0,0,0,17,26
Cheshire,BHX,F,33,0,0,0,0,139,172
Cheshire,BHX,M,9,0,0,0,0,0,9
Cheshire,BLGX,F,0,1,0,0,0,0,1
Cheshire,BLGX,M,1,0,0,0,0,0,1
Cheshire,BP,F,0,0,0,0,0,1,1
Cheshire,BR,F,0,1,0,1,0,1,3
Cheshire,BRX,F,0,0,0,1,0,0,1
Cheshire,BRX,M,3,0,0,0,0,1,4
Cheshire,BS,F,92,67,95,59,46,163,522
Cheshire,BS,M,36,22,1,2,0,2,63
Cheshire,BSH,F,7,6,2,7,5,12,39
Cheshire,BSH,M,6,23,1,0,2,1,33
Cheshire,BSHX,F,9,3,7,10,2,10,41
Cheshire,BSHX,M,14,9,2,1,0,0,26
Cheshire,BSX,F,191,137,151,116,119,240,954
Cheshire,BSX,M,54,8,5,1,0,2,70
Cheshire,BW,F,6,7,2,1,2,5,23
Cheshire,BW,M,2,0,0,0,0,1,3
Cheshire,BWB,M,0,0,0,0,0,1,1
Cheshire,BWX,F,6,2,0,0,0,0,8
Cheshire,BWX,M,7,1,0,0,0,1,9
Cheshire,CB,F,0,0,0,0,1,13,14
Cheshire,CD,F,0,3,7,0,0,6,16
Cheshire,CD,M,0,1,0,0,0,0,1
Cheshire,CH,F,117,143,52,36,38,470,856
Cheshire,CH,M,121,111,42,21,16,184,495
Cheshire,CHI,F,0,0,0,0,0,1,1
Cheshire,CHIX,F,0,0,0,0,0,2,2
Cheshire,CHX,F,792,937,255,87,81,797,"2,949"
Cheshire,CHX,M,777,771,202,19,10,235,"2,014"
Cheshire,DEV,F,0,0,0,1,0,2,3
Cheshire,DEVX,F,16,3,3,0,2,3,27
Cheshire,DEVX,M,15,1,3,0,0,0,19
Cheshire,DEX,F,22,24,14,27,15,60,162
Cheshire,DEX,M,29,18,5,3,1,5,61
Cheshire,DEXX,F,1,1,0,0,0,0,2
Cheshire,DEXX,M,1,0,0,0,0,0,1
Cheshire,DR,F,1,0,0,0,1,1,3
Cheshire,DRX,F,14,0,1,0,0,0,15
Cheshire,DRX,M,2,0,0,0,0,0,2
Cheshire,DS,F,36,16,21,27,51,132,283
Cheshire,DS,M,23,31,0,2,1,5,62
Cheshire,DSHO,F,1,0,0,0,0,2,3
Cheshire,DSX,F,31,17,21,45,51,89,254
Cheshire,DSX,M,5,1,2,0,0,0,8
Cheshire,DV,F,0,0,0,0,0,2,2
Cheshire,DV,M,0,0,0,0,0,2,2
Cheshire,DVX,M,0,0,0,0,0,1,1
Cheshire,FE,F,0,0,0,1,0,0,1
Cheshire,FEX,M,0,2,0,0,0,0,2
Cheshire,FR,F,0,0,0,0,1,"20,471","20,472"
Cheshire,FR,M,0,0,0,0,0,256,256
Cheshire,FRX,F,0,1,0,0,0,675,676
Cheshire,FRX,M,0,0,0,0,0,37,37
Cheshire,GA,F,8,9,5,0,0,11,33
Cheshire,GA,M,3,2,0,0,0,1,6
Cheshire,GASX,F,2,0,0,0,0,0,2
Cheshire,GAX,F,3,5,2,2,0,10,22
Cheshire,GAX,M,4,2,0,0,0,0,6
Cheshire,GB,F,0,1,0,0,0,0,1
Cheshire,GB,M,0,1,0,0,0,0,1
Cheshire,GBX,F,2,0,0,0,0,1,3
Cheshire,GBX,M,1,0,0,0,0,0,1
Cheshire,GE,F,0,1,0,0,0,0,1
Cheshire,GEX,F,1,1,0,0,0,1,3
Cheshire,GEX,M,1,2,0,0,0,0,3
Cheshire,GL,F,2,0,0,0,0,8,10
Cheshire,GL,M,0,0,0,0,0,1,1
Cheshire,GLX,F,0,0,1,0,0,0,1
Cheshire,GU,F,18,24,45,60,80,183,410
Cheshire,GU,M,20,7,1,0,2,0,30
Cheshire,GUX,F,7,3,1,0,1,8,20
Cheshire,GUX,M,1,0,0,0,0,0,1
Cheshire,GY,F,1,0,0,0,0,0,1
Cheshire,H,F,0,0,0,0,0,203,203
Cheshire,H,M,0,0,0,0,0,53,53
Cheshire,HE,F,318,221,161,78,56,175,"1,009"
Cheshire,HE,M,314,202,70,36,36,59,717
Cheshire,HEBL,F,0,0,0,0,0,17,17
Cheshire,HEBL,M,0,0,0,0,0,1,1
Cheshire,HEBLX,F,0,0,0,0,0,83,83
Cheshire,HEBLX,M,0,0,0,0,0,7,7
Cheshire,HER,F,0,0,0,0,0,23,23
Cheshire,HER,M,0,0,0,0,0,8,8
Cheshire,HERX,F,0,0,0,0,0,26,26
Cheshire,HEX,F,"1,312","1,224",365,222,197,499,"3,819"
Cheshire,HEX,M,"1,188",909,177,30,3,48,"2,355"
Cheshire,HF,F,"12,599","12,637","13,761","13,049","12,001","25,367","89,414"
Cheshire,HF,M,"2,899","1,118",388,101,37,133,"4,676"
Cheshire,HFX,F,631,709,869,732,492,"1,389","4,822"
Cheshire,HFX,M,196,76,15,2,1,5,295
Cheshire,HI,F,29,10,14,12,12,78,155
Cheshire,HI,M,12,22,1,6,2,17,60
Cheshire,HIX,F,5,7,0,1,0,4,17
Cheshire,HIX,M,1,3,0,0,1,0,5
Cheshire,HL,F,0,0,0,0,0,8,8
Cheshire,HO,F,"2,673","2,727","2,841","2,547","2,389","4,123","17,300"
Cheshire,HO,M,493,146,98,18,16,40,811
Cheshire,HOX,F,128,100,123,80,81,255,767
Cheshire,HOX,M,16,8,3,0,0,4,31
Cheshire,HX,F,0,0,0,0,0,421,421
Cheshire,HX,M,0,0,0,0,0,93,93
Cheshire,IM,F,0,0,0,0,0,2,2
Cheshire,IM,M,1,0,0,0,0,0,1
Cheshire,IMX,F,0,1,0,0,1,1,3
Cheshire,IMX,M,1,0,2,0,0,0,3
Cheshire,JE,F,168,244,219,200,237,543,"1,611"
Cheshire,JE,M,11,16,6,2,1,3,39
Cheshire,JEX,F,603,250,148,138,64,52,"1,255"
Cheshire,JEX,M,41,15,2,3,0,2,63
Cheshire,JY,F,89,0,0,0,0,3,92
Cheshire,JY,M,1,0,0,0,0,0,1
Cheshire,JYX,F,18,0,0,0,0,0,18
Cheshire,JYX,M,1,0,0,0,0,0,1
Cheshire,KE,F,0,0,0,0,0,1,1
Cheshire,LH,F,61,38,34,30,20,111,294
Cheshire,LH,M,44,52,9,2,1,2,110
Cheshire,LHX,F,10,20,4,0,4,9,47
Cheshire,LHX,M,14,12,2,0,0,1,29
Cheshire,LI,F,0,0,0,0,0,199,199
Cheshire,LI,M,0,0,0,0,0,104,104
Cheshire,LIM,F,446,550,290,142,95,439,"1,962"
Cheshire,LIM,M,435,436,163,43,37,107,"1,221"
Cheshire,LIMB,F,0,0,0,0,0,1,1
Cheshire,LIMBX,F,0,0,0,0,0,55,55
Cheshire,LIMBX,M,0,0,0,0,0,3,3
Cheshire,LIMR,F,0,0,0,0,0,23,23
Cheshire,LIMR,M,0,0,0,0,0,1,1
Cheshire,LIMRX,F,0,0,0,0,0,26,26
Cheshire,LIMRX,M,0,0,0,0,0,1,1
Cheshire,LIMX,F,"2,292","2,511",698,278,255,738,"6,772"
Cheshire,LIMX,M,"2,051","2,082",684,35,21,97,"4,970"
Cheshire,LIX,F,0,0,0,0,0,371,371
Cheshire,LIX,M,0,0,0,0,0,157,157
Cheshire,LM,F,0,0,0,0,0,28,28
Cheshire,LM,M,0,0,0,0,0,1,1
Cheshire,LMX,F,0,0,0,0,0,14,14
Cheshire,LMX,M,0,0,0,0,0,1,1
Cheshire,LR,F,7,4,6,3,1,4,25
Cheshire,LR,M,3,0,0,1,0,1,5
Cheshire,MA,F,0,1,0,0,0,0,1
Cheshire,MAR,F,0,0,0,0,0,1,1
Cheshire,MG,F,0,1,0,0,0,2,3
Cheshire,MG,M,0,0,0,0,0,1,1
Cheshire,MGX,F,0,2,0,0,1,7,10
Cheshire,MGX,M,0,3,0,0,0,1,4
Cheshire,MO,F,13,5,6,3,11,12,50
Cheshire,MO,M,10,4,2,3,0,1,20
Cheshire,MOX,F,141,22,13,14,5,32,227
Cheshire,MOX,M,80,3,3,1,0,1,88
Cheshire,MRI,F,53,76,42,40,29,95,335
Cheshire,MRI,M,57,53,3,0,0,1,114
Cheshire,MRIX,F,9,16,37,25,40,73,200
Cheshire,MRIX,M,11,13,4,0,1,2,31
Cheshire,NO,F,0,0,0,1,0,1,2
Cheshire,NOX,F,4,0,0,0,0,1,5
Cheshire,NRX,F,17,0,0,0,0,1,18
Cheshire,NRX,M,2,0,0,0,0,0,2
Cheshire,NS,F,0,0,0,0,0,"1,212","1,212"
Cheshire,NS,M,0,0,0,0,0,2,2
Cheshire,OD,F,0,0,0,0,0,1,1
Cheshire,OEX,F,0,0,1,0,0,0,1
Cheshire,OO,F,0,0,0,0,0,2,2
Cheshire,PAX,F,2,0,1,0,1,2,6
Cheshire,PAX,M,8,1,0,0,0,0,9
Cheshire,PI,F,0,0,0,0,0,3,3
Cheshire,PI,M,0,0,0,0,0,6,6
Cheshire,PIX,F,2,0,0,1,0,1,4
Cheshire,PIX,M,2,0,0,0,0,2,4
Cheshire,ROT,M,1,0,0,0,0,0,1
Cheshire,ROTX,F,0,0,34,0,0,0,34
Cheshire,ROX,F,0,0,0,0,0,1,1
Cheshire,RP,F,15,11,14,1,5,32,78
Cheshire,RP,M,16,11,2,0,1,2,32
Cheshire,RPX,F,32,17,14,17,0,0,80
Cheshire,RPX,M,17,23,2,0,0,0,42
Cheshire,RWFR,F,1,0,0,0,0,6,7
Cheshire,RWFR,M,4,0,0,0,0,0,4
Cheshire,SA,F,15,26,12,2,8,45,108
Cheshire,SA,M,14,12,16,7,1,7,57
Cheshire,SAX,F,26,46,22,17,5,66,182
Cheshire,SAX,M,38,27,15,3,2,3,88
Cheshire,SB,F,0,0,0,0,1,0,1
Cheshire,SBX,F,1,0,1,5,1,0,8
Cheshire,SD,F,29,29,8,7,18,23,114
Cheshire,SD,M,48,25,3,3,3,6,88
Cheshire,SDX,F,27,13,4,8,4,6,62
Cheshire,SDX,M,21,15,0,0,1,0,37
Cheshire,SH,F,3,2,1,1,3,4,14
Cheshire,SH,M,1,1,1,0,0,1,4
Cheshire,SHO,F,210,208,119,109,121,317,"1,084"
Cheshire,SHO,M,81,78,12,3,3,31,208
Cheshire,SHOX,F,269,169,108,81,39,110,776
Cheshire,SHOX,M,77,58,13,3,0,5,156
Cheshire,SHX,F,1,3,2,2,1,4,13
Cheshire,SHX,M,1,1,0,0,0,0,2
Cheshire,SM,F,483,273,106,101,64,410,"1,437"
Cheshire,SM,M,437,230,98,54,35,167,"1,021"
Cheshire,SMX,F,"2,265","1,407",433,203,161,912,"5,381"
Cheshire,SMX,M,"2,161","1,111",257,32,19,265,"3,845"
Cheshire,SOB,F,0,0,0,1,0,0,1
Cheshire,SRW,F,6,0,0,1,0,0,7
Cheshire,SRW,M,2,1,0,0,0,0,3
Cheshire,SRWX,F,88,6,30,16,12,7,159
Cheshire,SRWX,M,21,0,1,0,0,0,22
Cheshire,ST,M,0,3,0,0,0,0,3
Cheshire,STX,F,3,0,0,0,0,0,3
Cheshire,STX,M,2,3,0,0,0,0,5
Cheshire,SU,F,14,7,9,6,7,17,60
Cheshire,SU,M,18,4,1,0,0,0,23
Cheshire,SUX,F,5,34,8,3,0,5,55
Cheshire,SUX,M,14,19,0,0,0,1,34
Cheshire,WB,F,5,7,9,4,2,45,72
Cheshire,WB,M,3,31,6,2,0,5,47
Cheshire,WBX,F,27,31,20,3,3,27,111
Cheshire,WBX,M,42,32,4,0,0,4,82
Cheshire,WP,F,1,0,0,1,0,2,4
Cheshire,WP,M,2,1,0,0,0,0,3
Cheshire,WPX,F,0,0,0,0,1,1,2
Cheshire,WS,F,0,0,0,0,0,3,3
Cheshire,WS,M,0,0,0,0,0,1,1
Cheshire,WSX,F,1,0,0,0,0,5,6
Cheshire,WSX,M,0,7,2,0,0,0,9
Cornwall,AA,F,795,555,265,210,188,730,"2,743"
Cornwall,AA,M,881,634,126,62,21,117,"1,841"
Cornwall,AAX,F,"2,427","2,037",920,595,596,"2,068","8,643"
Cornwall,AAX,M,"2,699","2,048",419,54,17,92,"5,329"
Cornwall,AR,M,1,0,0,0,0,0,1
Cornwall,ARX,F,0,2,0,1,0,0,3
Cornwall,ARX,M,2,0,0,0,0,0,2
Cornwall,AUX,M,1,0,0,0,0,0,1
Cornwall,AY,F,377,325,338,334,262,"1,017","2,653"
Cornwall,AY,M,135,54,49,8,1,5,252
Cornwall,AYX,F,51,40,25,48,16,74,254
Cornwall,AYX,M,5,5,5,0,0,0,15
Cornwall,BA,F,193,204,84,53,52,279,865
Cornwall,BA,M,176,176,51,13,13,65,494
Cornwall,BABX,F,0,0,0,0,0,13,13
Cornwall,BABX,M,0,0,0,0,0,1,1
Cornwall,BAL,F,1,2,3,0,0,2,8
Cornwall,BAL,M,0,0,1,0,0,0,1
Cornwall,BALX,F,0,0,0,0,0,5,5
Cornwall,BALX,M,0,1,0,0,0,0,1
Cornwall,BARX,F,0,0,0,0,0,19,19
Cornwall,BAWX,F,0,0,0,0,0,11,11
Cornwall,BAX,F,"1,199",998,403,191,176,790,"3,757"
Cornwall,BAX,M,"1,224",986,267,25,5,75,"2,582"
Cornwall,BAZX,F,0,4,2,0,1,6,13
