County Name,Breed,Sex,0-1 Years,1-2 Years,2-3 Years,3-4 Years,4-5 Years,Over 5 Years,Totals
Somerset ,SHOX,M,21,12,3,3,0,2,41
Somerset ,SHX,F,1,0,1,0,0,8,10
Somerset ,SHX,M,2,1,0,0,0,0,3
Somerset ,SM,F,469,444,225,138,124,910,"2,310"
Somerset ,SM,M,449,310,126,52,43,195,"1,175"
Somerset ,SMX,F,"3,354","2,972","1,088",566,519,"3,250","11,749"
Somerset ,SMX,M,"3,193","2,480",633,48,29,373,"6,756"
Somerset ,SRW,F,1,2,2,11,4,1,21
Somerset ,SRW,M,1,0,0,0,0,0,1
Somerset ,SRWX,F,239,28,22,18,8,10,325
Somerset ,SRWX,M,83,4,1,0,0,0,88
Somerset ,ST,M,0,0,1,0,0,0,1
Somerset ,STX,F,19,16,0,0,0,0,35
Somerset ,STX,M,12,5,0,0,0,0,17
Somerset ,SU,F,0,2,2,6,3,12,25
Somerset ,SU,M,4,4,1,0,1,1,11
Somerset ,SUX,F,35,30,5,0,1,5,76
Somerset ,SUX,M,40,30,8,0,3,1,82
Somerset ,WA,F,5,3,0,0,6,0,14
Somerset ,WA,M,1,2,0,0,0,0,3
Somerset ,WB,F,11,6,3,12,6,30,68
Somerset ,WB,M,12,7,0,0,0,2,21
Somerset ,WBX,F,5,11,11,5,10,76,118
Somerset ,WBX,M,12,1,8,0,0,1,22
Somerset ,WP,F,53,54,42,46,22,137,354
Somerset ,WP,M,61,50,21,7,0,10,149
Somerset ,WPX,F,4,5,2,0,0,2,13
Somerset ,WPX,M,5,3,1,0,0,0,9
Somerset ,WS,F,20,14,11,0,0,0,45
Somerset ,WS,M,16,7,1,1,0,1,26
Somerset ,WSX,F,5,4,0,0,0,29,38
Somerset ,WSX,M,3,0,0,0,0,0,3
Staffordshire,AA,F,447,329,132,119,89,411,"1,527"
Staffordshire,AA,M,425,270,90,24,20,48,877
Staffordshire,AAX,F,"1,255","1,137",425,261,197,858,"4,133"
Staffordshire,AAX,M,"1,224",944,177,16,4,67,"2,432"
Staffordshire,AR,F,0,0,1,0,0,0,1
Staffordshire,AR,M,1,0,0,0,0,0,1
Staffordshire,ARX,F,0,1,0,0,0,1,2
Staffordshire,ARX,M,0,1,0,0,0,0,1
Staffordshire,AY,F,153,155,172,148,155,434,"1,217"
Staffordshire,AY,M,65,27,7,3,1,2,105
Staffordshire,AYX,F,70,44,25,38,21,45,243
Staffordshire,AYX,M,13,2,0,0,0,1,16
Staffordshire,BA,F,82,71,27,22,20,75,297
Staffordshire,BA,M,50,56,13,13,4,34,170
Staffordshire,BABX,F,0,0,0,0,0,4,4
Staffordshire,BAL,F,2,8,6,2,4,37,59
Staffordshire,BAL,M,2,0,2,0,1,0,5
Staffordshire,BALX,F,1,0,0,1,0,12,14
Staffordshire,BALX,M,6,3,0,0,0,0,9
Staffordshire,BAR,F,0,0,0,0,0,2,2
Staffordshire,BARX,F,0,0,0,0,0,2,2
Staffordshire,BAX,F,723,651,144,54,62,221,"1,855"
Staffordshire,BAX,M,620,482,88,3,12,31,"1,236"
Staffordshire,BAZ,F,1,9,0,0,0,2,12
Staffordshire,BAZ,M,0,2,0,0,0,2,4
Staffordshire,BAZX,F,27,19,7,9,4,17,83
Staffordshire,BAZX,M,19,14,2,0,0,0,35
Staffordshire,BB,F,410,382,163,93,71,404,"1,523"
Staffordshire,BB,M,443,278,73,28,12,84,918
Staffordshire,BBX,F,"2,016","1,831",659,290,210,908,"5,914"
Staffordshire,BBX,M,"2,007","1,386",319,28,9,139,"3,888"
Staffordshire,BF,F,"2,204","2,215","2,768","2,798","2,876","4,476","17,337"
Staffordshire,BF,M,"1,476","1,118",333,51,27,40,"3,045"
Staffordshire,BFX,F,299,414,301,276,248,346,"1,884"
Staffordshire,BFX,M,215,134,58,11,4,3,425
Staffordshire,BG,F,15,21,11,8,7,26,88
Staffordshire,BG,M,8,13,9,2,0,2,34
Staffordshire,BG X,F,0,0,0,0,0,1,1
Staffordshire,BGX,F,17,5,1,1,3,6,33
Staffordshire,BGX,M,10,1,2,0,0,1,14
Staffordshire,BH,F,49,0,0,0,0,628,677
Staffordshire,BH,M,12,0,0,0,0,3,15
Staffordshire,BHX,F,8,0,0,0,0,103,111
Staffordshire,BHX,M,1,0,0,0,0,0,1
Staffordshire,BLG,F,0,0,2,0,0,0,2
Staffordshire,BP,F,0,0,0,0,0,1,1
Staffordshire,BR,F,0,0,0,0,1,1,2
Staffordshire,BRX,F,1,0,0,1,0,1,3
Staffordshire,BS,F,20,15,14,18,17,59,143
Staffordshire,BS,M,5,2,1,1,1,0,10
Staffordshire,BSH,F,35,30,32,26,8,28,159
Staffordshire,BSH,M,37,22,4,3,2,5,73
Staffordshire,BSHO,F,0,0,0,0,0,2,2
Staffordshire,BSHX,F,16,20,17,7,26,16,102
Staffordshire,BSHX,M,34,5,6,1,0,0,46
Staffordshire,BSX,F,62,24,36,24,19,90,255
Staffordshire,BSX,M,30,7,8,1,0,4,50
Staffordshire,BU,F,0,2,0,1,0,6,9
Staffordshire,BU,M,3,1,0,0,0,1,5
Staffordshire,BW,F,7,3,7,5,2,17,41
Staffordshire,BW,M,8,4,5,1,1,1,20
Staffordshire,BWB,F,0,0,1,0,0,0,1
Staffordshire,BWX,F,9,5,1,2,1,5,23
Staffordshire,BWX,M,0,4,0,0,0,0,4
Staffordshire,CA,F,0,0,0,0,0,1,1
Staffordshire,CAX,F,0,0,0,0,0,11,11
Staffordshire,CB,F,0,2,3,0,0,2,7
Staffordshire,CB,M,1,4,0,2,0,0,7
Staffordshire,CD,F,0,0,0,0,0,5,5
Staffordshire,CH,F,385,372,148,131,143,736,"1,915"
Staffordshire,CH,M,343,312,74,31,25,115,900
Staffordshire,CHI,F,2,0,0,1,0,2,5
Staffordshire,CHI,M,1,2,0,0,0,0,3
Staffordshire,CHIX,F,0,1,0,0,0,13,14
Staffordshire,CHL,M,0,1,0,0,0,0,1
Staffordshire,CHX,F,"1,662","1,947",448,177,150,"1,178","5,562"
Staffordshire,CHX,M,"1,365","1,485",326,16,15,170,"3,377"
Staffordshire,DEV,F,2,2,3,4,2,28,41
Staffordshire,DEV,M,5,2,1,0,0,4,12
Staffordshire,DEVX,F,32,25,5,3,2,14,81
Staffordshire,DEVX,M,22,8,2,0,0,2,34
Staffordshire,DEX,F,112,86,65,44,52,180,539
Staffordshire,DEX,M,104,96,30,3,5,17,255
Staffordshire,DEXX,F,10,13,6,5,4,3,41
Staffordshire,DEXX,M,17,7,2,0,1,1,28
Staffordshire,DG,F,0,0,0,0,0,9,9
Staffordshire,DRX,F,4,0,0,0,0,0,4
Staffordshire,DS,F,49,42,49,53,120,238,551
Staffordshire,DS,M,6,5,3,2,4,3,23
Staffordshire,DSHO,F,1,0,0,0,0,0,1
Staffordshire,DSX,F,13,8,11,19,26,58,135
Staffordshire,DSX,M,8,0,0,0,1,0,9
Staffordshire,DV,F,0,0,0,0,0,28,28
Staffordshire,DV,M,0,0,0,0,0,5,5
Staffordshire,DVX,F,0,0,0,0,0,11,11
Staffordshire,DVX,M,0,0,0,0,0,1,1
Staffordshire,DZE,F,0,0,0,0,0,1,1
Staffordshire,DZE,M,0,1,0,0,0,0,1
Staffordshire,EP,F,0,0,0,0,0,1,1
Staffordshire,FE,F,0,0,0,0,1,0,1
Staffordshire,FR,F,0,0,0,0,0,"15,768","15,768"
Staffordshire,FR,M,0,0,0,0,0,252,252
Staffordshire,FRX,F,0,0,0,0,0,348,348
Staffordshire,FRX,M,0,1,0,0,0,21,22
Staffordshire,GA,F,9,5,1,1,3,33,52
Staffordshire,GA,M,4,13,5,0,0,3,25
Staffordshire,GASX,F,0,0,0,0,0,1,1
Staffordshire,GAX,F,23,8,7,5,2,10,55
Staffordshire,GAX,M,22,5,1,0,0,1,29
Staffordshire,GB,F,1,0,1,0,0,0,2
Staffordshire,GBX,F,1,0,0,0,0,0,1
Staffordshire,GBX,M,1,0,0,0,0,0,1
Staffordshire,GE,F,0,0,1,0,0,1,2
Staffordshire,GE,M,0,0,0,0,0,1,1
Staffordshire,GEX,F,16,29,14,0,1,5,65
Staffordshire,GEX,M,12,30,11,0,0,1,54
Staffordshire,GL,F,16,14,10,8,4,14,66
Staffordshire,GL,M,14,21,2,0,1,0,38
Staffordshire,GLX,F,1,5,6,0,0,3,15
Staffordshire,GU,F,66,84,103,88,63,213,617
Staffordshire,GU,M,13,4,3,1,0,0,21
Staffordshire,GUX,F,5,1,4,1,1,10,22
Staffordshire,GUX,M,2,0,0,0,0,0,2
Staffordshire,GY,F,2,0,0,0,0,0,2
Staffordshire,GY,M,3,0,0,0,0,0,3
Staffordshire,H,F,0,0,0,0,0,216,216
Staffordshire,H,M,0,0,0,0,0,43,43
Staffordshire,HE,F,269,271,171,64,81,275,"1,131"
Staffordshire,HE,M,320,205,87,51,17,68,748
Staffordshire,HEBL,F,0,0,0,0,0,24,24
Staffordshire,HEBLX,F,0,0,0,0,0,105,105
Staffordshire,HEBLX,M,0,0,0,0,0,12,12
Staffordshire,HEBRX,F,0,0,0,0,0,1,1
Staffordshire,HER,F,0,0,0,0,0,23,23
Staffordshire,HER,M,0,0,0,0,0,4,4
Staffordshire,HERX,F,0,0,0,0,0,39,39
Staffordshire,HERX,M,0,0,0,0,0,3,3
Staffordshire,HEX,F,"1,935","1,511",646,332,215,704,"5,343"
Staffordshire,HEX,M,"1,848","1,343",383,25,15,42,"3,656"
Staffordshire,HF,F,"10,241","9,649","10,532","10,246","8,343","16,455","65,466"
Staffordshire,HF,M,"4,023","1,663",541,108,30,83,"6,448"
Staffordshire,HFX,F,810,783,790,864,735,"1,396","5,378"
Staffordshire,HFX,M,364,225,70,12,1,6,678
Staffordshire,HI,F,30,34,19,22,36,118,259
Staffordshire,HI,M,37,44,10,5,2,19,117
Staffordshire,HIX,F,19,20,3,1,4,7,54
Staffordshire,HIX,M,11,18,1,0,0,0,30
Staffordshire,HL,F,0,0,0,0,0,3,3
Staffordshire,HL,M,0,0,0,0,0,1,1
Staffordshire,HO,F,"1,364","1,498","1,586","1,361","1,386","2,323","9,518"
Staffordshire,HO,M,438,182,77,18,12,16,743
Staffordshire,HOX,F,109,158,147,102,71,211,798
Staffordshire,HOX,M,75,25,1,0,0,0,101
Staffordshire,HX,F,0,0,0,0,0,511,511
Staffordshire,HX,M,0,0,0,0,0,135,135
Staffordshire,IM,F,7,4,4,6,4,13,38
Staffordshire,IM,M,12,1,2,0,0,2,17
Staffordshire,IMX,F,5,10,7,6,5,2,35
Staffordshire,IMX,M,3,1,3,0,1,0,8
Staffordshire,JE,F,295,389,402,344,256,729,"2,415"
Staffordshire,JE,M,21,10,10,3,6,6,56
Staffordshire,JEX,F,391,338,244,292,227,120,"1,612"
Staffordshire,JEX,M,17,9,2,1,0,0,29
Staffordshire,JY,F,41,0,0,0,0,3,44
Staffordshire,JY,M,2,0,0,0,0,0,2
Staffordshire,KE,F,0,2,0,0,0,0,2
Staffordshire,KEX,F,0,1,0,0,0,0,1
Staffordshire,LH,F,60,60,38,42,30,111,341
Staffordshire,LH,M,81,52,8,6,2,22,171
Staffordshire,LHX,F,69,62,29,6,48,27,241
Staffordshire,LHX,M,58,41,12,0,0,5,116
Staffordshire,LI,F,0,0,0,0,0,182,182
Staffordshire,LI,M,0,0,0,0,0,68,68
Staffordshire,LIM,F,"1,043",833,364,298,245,826,"3,609"
Staffordshire,LIM,M,"1,007",645,206,59,55,196,"2,168"
Staffordshire,LIMB,F,0,0,0,0,0,11,11
Staffordshire,LIMBX,F,0,0,0,0,0,82,82
Staffordshire,LIMBX,M,0,0,0,0,0,8,8
Staffordshire,LIMR,F,0,0,0,0,0,37,37
Staffordshire,LIMR,M,0,0,0,0,0,7,7
Staffordshire,LIMRX,F,0,0,0,0,0,63,63
Staffordshire,LIMRX,M,0,0,0,0,0,1,1
Staffordshire,LIMX,F,"4,910","4,231","1,389",697,611,"2,061","13,899"
Staffordshire,LIMX,M,"4,773","3,640",716,57,25,130,"9,341"
Staffordshire,LIX,F,0,0,0,0,0,697,697
Staffordshire,LIX,M,0,0,0,0,0,188,188
Staffordshire,LM,F,0,0,0,0,0,9,9
Staffordshire,LM,M,0,0,0,0,0,2,2
Staffordshire,LMX,F,0,0,0,0,0,15,15
Staffordshire,LR,F,0,1,0,1,1,6,9
Staffordshire,LR,M,0,4,0,0,0,1,5
Staffordshire,LRX,F,3,6,3,3,1,0,16
Staffordshire,LRX,M,2,22,0,0,0,0,24
Staffordshire,LU,F,0,0,0,0,0,1,1
Staffordshire,LUX,M,0,0,1,0,0,0,1
Staffordshire,MAR,F,0,0,0,0,0,1,1
Staffordshire,MARX,F,0,0,0,0,0,1,1
Staffordshire,MAX,F,0,0,0,0,0,2,2
Staffordshire,MG,F,1,5,1,3,2,14,26
Staffordshire,MG,M,1,5,6,2,0,0,14
Staffordshire,MGX,F,2,3,4,3,0,11,23
Staffordshire,MGX,M,3,1,2,0,0,1,7
Staffordshire,MO,F,20,30,20,12,22,40,144
Staffordshire,MO,M,5,6,2,0,0,2,15
Staffordshire,MOX,F,97,92,71,73,61,156,550
Staffordshire,MOX,M,101,36,6,0,0,5,148
Staffordshire,MRI,F,3,5,5,8,6,35,62
Staffordshire,MRI,M,2,17,2,2,0,0,23
Staffordshire,MRIX,F,92,73,110,49,43,103,470
Staffordshire,MRIX,M,57,29,5,0,0,0,91
Staffordshire,ND,F,0,0,0,0,0,3,3
Staffordshire,ND,M,0,0,0,0,0,1,1
Staffordshire,NDX,F,0,0,0,0,0,1,1
Staffordshire,NO,F,0,0,1,2,0,2,5
Staffordshire,NOX,F,1,2,0,0,0,4,7
Staffordshire,NOX,M,1,0,0,0,0,0,1
Staffordshire,NRX,F,17,0,2,0,3,2,24
Staffordshire,NRX,M,12,0,0,0,0,0,12
Staffordshire,NS,F,0,0,0,0,0,686,686
Staffordshire,NS,M,0,0,0,0,0,3,3
Staffordshire,OE,F,0,1,0,0,0,0,1
Staffordshire,OO,F,0,0,0,0,0,2,2
Staffordshire,PA,F,0,1,0,1,0,2,4
Staffordshire,PAX,F,3,6,0,0,1,6,16
Staffordshire,PAX,M,2,6,0,0,0,0,8
Staffordshire,PI,F,0,1,0,0,0,3,4
Staffordshire,PIX,F,27,19,22,0,1,31,100
Staffordshire,PIX,M,22,9,4,1,0,3,39
Staffordshire,ROX,F,1,0,0,1,1,6,9
Staffordshire,ROX,M,1,0,0,0,0,0,1
Staffordshire,RP,F,9,3,3,6,3,13,37
Staffordshire,RP,M,8,10,12,2,0,5,37
Staffordshire,RPX,F,7,7,1,2,0,2,19
Staffordshire,RPX,M,8,4,1,0,0,1,14
Staffordshire,RWFR,F,3,0,0,0,0,16,19
Staffordshire,RWFR,M,1,0,0,0,0,0,1
Staffordshire,SA,F,0,12,0,2,1,17,32
Staffordshire,SA,M,0,6,3,2,0,4,15
Staffordshire,SAX,F,118,117,71,30,9,96,441
Staffordshire,SAX,M,100,117,20,4,1,8,250
Staffordshire,SB,F,0,1,0,0,0,1,2
Staffordshire,SBX,F,0,0,0,1,2,2,5
Staffordshire,SD,F,72,66,59,46,39,140,422
Staffordshire,SD,M,62,27,4,1,1,7,102
Staffordshire,SDX,F,44,56,18,11,14,26,169
Staffordshire,SDX,M,41,37,4,3,1,0,86
Staffordshire,SH,F,0,3,1,0,0,9,13
Staffordshire,SH,M,1,2,1,0,0,0,4
Staffordshire,SHO,F,221,222,191,135,69,447,"1,285"
Staffordshire,SHO,M,167,97,32,7,2,20,325
Staffordshire,SHOX,F,176,97,108,48,37,95,561
Staffordshire,SHOX,M,82,60,29,7,0,3,181
Staffordshire,SHX,F,6,4,1,2,2,8,23
Staffordshire,SHX,M,3,2,0,0,1,1,7
Staffordshire,SM,F,447,409,180,132,143,641,"1,952"
Staffordshire,SM,M,432,363,90,46,30,121,"1,082"
Staffordshire,SMX,F,"2,100","1,907",607,333,330,"1,434","6,711"
Staffordshire,SMX,M,"1,953","1,351",342,50,37,197,"3,930"
Staffordshire,SOB,F,0,0,0,0,0,1,1
Staffordshire,SOBX,F,0,0,0,0,0,1,1
Staffordshire,SRW,F,4,3,1,0,0,0,8
Staffordshire,SRW,M,4,0,0,0,0,0,4
Staffordshire,SRWX,F,60,22,5,11,5,1,104
Staffordshire,SRWX,M,26,12,0,0,0,0,38
Staffordshire,STX,F,0,1,0,0,0,0,1
Staffordshire,STX,M,0,2,0,0,0,0,2
Staffordshire,SU,F,0,0,1,0,0,0,1
Staffordshire,SU,M,0,0,0,1,0,0,1
Staffordshire,SUX,F,5,9,0,0,0,1,15
Staffordshire,SUX,M,6,4,6,0,0,0,16
Staffordshire,TBX,F,0,0,0,3,0,0,3
Staffordshire,WB,F,15,25,12,13,1,45,111
Staffordshire,WB,M,20,70,12,1,0,4,107
Staffordshire,WBX,F,35,18,17,5,3,40,118
Staffordshire,WBX,M,44,17,5,0,0,1,67
Staffordshire,WGX,F,0,0,0,0,0,1,1
Staffordshire,WP,F,20,18,7,6,18,33,102
Staffordshire,WP,M,19,8,6,3,0,2,38
Staffordshire,WPX,F,0,2,0,0,1,0,3
Staffordshire,WPX,M,0,3,0,0,0,0,3
Staffordshire,WS,F,0,0,0,0,0,3,3
Staffordshire,WS,M,0,1,2,0,0,0,3
Staffordshire,WSX,F,5,0,0,0,0,0,5
Staffordshire,WSX,M,9,1,0,0,0,0,10
Staffordshire,WW,F,1,0,1,0,0,2,4
Staffordshire,WW,M,0,0,1,0,0,0,1
Staffordshire,WWX,F,5,2,2,1,1,0,11
Suffolk,AA,F,101,180,90,55,37,124,587
Suffolk,AA,M,111,100,44,7,3,14,279
Suffolk,AAX,F,736,681,235,142,103,347,"2,244"
Suffolk,AAX,M,714,556,179,6,6,29,"1,490"
Suffolk,AN,M,1,0,0,0,0,0,1
Suffolk,AY,M,0,16,0,0,0,0,16
Suffolk,AYX,M,0,1,0,0,0,0,1
Suffolk,BA,F,22,18,5,7,7,28,87
Suffolk,BA,M,27,12,2,4,5,12,62
Suffolk,BABX,F,0,0,0,0,0,4,4
Suffolk,BABX,M,0,0,0,0,0,3,3
Suffolk,BAX,F,374,218,59,37,31,146,865
Suffolk,BAX,M,310,148,24,3,8,26,519
Suffolk,BAZ,F,0,0,0,0,0,1,1
Suffolk,BAZX,F,20,11,0,0,0,3,34
Suffolk,BAZX,M,24,0,0,0,0,3,27
Suffolk,BB,F,59,33,15,11,9,50,177
Suffolk,BB,M,35,19,5,0,2,33,94
Suffolk,BBX,F,619,497,140,117,44,260,"1,677"
Suffolk,BBX,M,404,249,36,5,2,52,748
Suffolk,BF,F,48,74,91,112,133,184,642
Suffolk,BF,M,66,115,60,14,11,3,269
Suffolk,BFX,F,13,14,9,5,13,24,78
Suffolk,BFX,M,5,11,4,1,3,1,25
Suffolk,BG,F,5,18,3,0,3,13,42
Suffolk,BG,M,7,4,2,1,0,3,17
Suffolk,BGX,F,9,2,5,1,1,11,29
Suffolk,BGX,M,8,1,0,0,0,0,9
Suffolk,BH,F,0,0,0,0,0,50,50
Suffolk,BH,M,1,0,0,0,0,1,2
Suffolk,BHX,F,0,0,0,0,0,3,3
Suffolk,BP,M,0,0,1,0,0,0,1
Suffolk,BR,F,0,0,1,0,0,0,1
Suffolk,BRX,M,0,1,0,0,0,0,1
Suffolk,BS,F,0,0,0,1,0,7,8
Suffolk,BS,M,0,1,0,0,0,0,1
Suffolk,BSH,F,0,0,2,7,1,10,20
Suffolk,BSH,M,1,7,3,0,1,1,13
Suffolk,BSHX,F,42,52,23,10,14,5,146
Suffolk,BSHX,M,62,22,1,0,0,1,86
Suffolk,BSX,F,2,3,8,6,0,6,25
Suffolk,BSX,M,8,2,2,0,1,0,13
Suffolk,BU,F,0,0,1,0,0,0,1
Suffolk,BU,M,0,0,1,0,0,0,1
Suffolk,BW,F,6,1,4,5,9,25,50
Suffolk,BW,M,7,4,1,0,0,1,13
Suffolk,BWX,F,1,1,2,0,2,1,7
Suffolk,BWX,M,0,2,0,0,0,0,2
Suffolk,CB,F,0,1,0,0,0,29,30
Suffolk,CH,F,122,83,31,35,36,207,514
Suffolk,CH,M,98,56,10,4,8,29,205
Suffolk,CHI,F,0,0,1,0,0,2,3
Suffolk,CHIX,F,0,0,0,0,0,2,2
Suffolk,CHX,F,447,353,46,53,46,350,"1,295"
Suffolk,CHX,M,322,265,28,1,2,44,662
Suffolk,DEV,F,4,4,0,0,0,3,11
Suffolk,DEV,M,0,2,0,0,0,0,2
Suffolk,DEVX,F,5,20,1,0,0,4,30
Suffolk,DEVX,M,18,5,3,0,0,0,26
Suffolk,DEX,F,29,23,12,17,12,64,157
Suffolk,DEX,M,30,18,11,3,0,3,65
Suffolk,DEXX,F,1,3,0,8,0,1,13
Suffolk,DEXX,M,1,2,0,0,0,1,4
Suffolk,DRX,M,0,1,0,0,0,0,1
Suffolk,DS,F,0,0,0,0,1,0,1
Suffolk,DS,M,0,6,0,0,0,0,6
Suffolk,DV,F,0,0,0,0,0,45,45
Suffolk,DVX,F,0,0,0,0,0,11,11
Suffolk,DVX,M,0,0,0,0,0,2,2
Suffolk,FR,F,0,0,0,0,0,829,829
Suffolk,FR,M,0,0,0,0,0,98,98
Suffolk,FRX,F,0,0,0,0,0,53,53
Suffolk,FRX,M,0,0,0,0,0,7,7
Suffolk,GA,F,3,13,1,2,0,13,32
Suffolk,GA,M,0,2,0,0,0,0,2
Suffolk,GAX,F,0,0,0,0,0,1,1
Suffolk,GBX,F,0,0,0,0,1,0,1
Suffolk,GE,F,0,1,0,0,0,2,3
Suffolk,GE,M,0,0,0,0,0,2,2
Suffolk,GEX,F,39,28,8,5,7,33,120
Suffolk,GEX,M,23,21,3,0,0,3,50
Suffolk,GL,F,1,1,0,1,0,4,7
Suffolk,GLX,F,0,0,0,0,0,1,1
Suffolk,GLX,M,0,1,0,0,0,0,1
Suffolk,GU,F,12,11,5,9,6,44,87
Suffolk,GU,M,12,3,2,1,0,0,18
Suffolk,GUX,F,0,0,1,1,2,1,5
Suffolk,GUX,M,0,1,1,0,0,0,2
Suffolk,H,F,0,0,0,0,0,45,45
Suffolk,H,M,0,0,0,0,0,4,4
Suffolk,HE,F,29,40,13,36,14,41,173
Suffolk,HE,M,35,47,13,1,4,4,104
Suffolk,HEBLX,F,0,0,0,0,0,31,31
Suffolk,HEBLX,M,0,0,0,0,0,3,3
Suffolk,HER,F,0,0,0,0,0,2,2
Suffolk,HERX,F,0,0,0,0,0,17,17
Suffolk,HEX,F,227,263,174,113,74,624,"1,475"
Suffolk,HEX,M,267,388,161,1,1,9,827
Suffolk,HF,F,684,648,760,674,550,964,"4,280"
Suffolk,HF,M,555,509,162,13,9,10,"1,258"
Suffolk,HFX,F,18,20,8,26,60,55,187
Suffolk,HFX,M,25,25,4,0,1,0,55
Suffolk,HI,F,22,18,12,9,14,60,135
Suffolk,HI,M,11,17,12,10,5,17,72
Suffolk,HIX,F,1,2,2,0,0,3,8
Suffolk,HIX,M,4,0,0,0,0,7,11
Suffolk,HO,F,231,208,188,237,206,361,"1,431"
Suffolk,HO,M,217,54,11,3,7,1,293
Suffolk,HOX,F,0,3,0,0,0,11,14
Suffolk,HOX,M,0,1,3,0,0,0,4
Suffolk,HX,F,0,0,0,0,0,249,249
Suffolk,HX,M,0,0,0,0,0,6,6
Suffolk,IM,F,4,0,0,0,1,4,9
Suffolk,IMX,F,0,0,0,1,0,0,1
Suffolk,IMX,M,1,0,0,0,0,0,1
Suffolk,JE,F,52,81,102,74,71,153,533
Suffolk,JE,M,18,15,24,1,0,3,61
Suffolk,JEX,F,6,7,6,5,1,7,32
Suffolk,JEX,M,6,11,1,0,0,1,19
Suffolk,JY,F,15,0,0,0,0,6,21
Suffolk,KE,F,0,0,0,0,0,1,1
Suffolk,KEX,F,0,0,0,0,0,4,4
Suffolk,KEX,M,0,1,0,0,0,0,1
Suffolk,LH,F,17,15,15,9,6,30,92
Suffolk,LH,M,17,18,4,1,0,6,46
Suffolk,LHX,F,1,7,1,0,0,14,23
Suffolk,LHX,M,2,0,0,0,0,0,2
Suffolk,LI,F,0,0,0,0,0,50,50
Suffolk,LI,M,0,0,0,0,0,14,14
Suffolk,LIM,F,232,165,41,54,23,113,628
Suffolk,LIM,M,184,148,26,13,6,22,399
Suffolk,LIM X,F,0,0,0,0,0,1,1
Suffolk,LIMBX,F,0,0,0,0,0,10,10
Suffolk,LIMBX,M,0,0,0,0,0,1,1
Suffolk,LIMR,F,0,0,0,0,0,13,13
Suffolk,LIMR,M,0,0,0,0,0,4,4
Suffolk,LIMRX,F,0,0,0,0,0,8,8
Suffolk,LIMRX,M,0,0,0,0,0,1,1
Suffolk,LIMX,F,"1,205",847,223,109,101,573,"3,058"
Suffolk,LIMX,M,987,758,141,12,15,31,"1,944"
Suffolk,LIX,F,0,0,0,0,0,183,183
Suffolk,LIX,M,0,0,0,0,0,36,36
Suffolk,LM,F,0,0,0,0,0,4,4
Suffolk,LMX,F,0,0,0,0,0,24,24
Suffolk,LR,F,10,4,4,3,2,3,26
Suffolk,LR,M,4,5,1,3,0,0,13
Suffolk,LRX,F,0,3,0,0,0,1,4
Suffolk,LRX,M,1,0,0,1,0,0,2
Suffolk,MG,F,1,10,3,0,1,13,28
Suffolk,MG,M,0,9,1,0,0,0,10
Suffolk,MGX,F,0,0,0,1,0,11,12
Suffolk,MGX,M,0,1,1,0,0,0,2
Suffolk,MO,F,0,1,0,0,1,2,4
Suffolk,MO,M,1,2,0,0,0,1,4
Suffolk,MOX,F,0,0,0,9,4,19,32
Suffolk,MOX,M,6,0,4,0,0,0,10
Suffolk,MRI,F,40,38,23,26,47,135,309
Suffolk,MRI,M,61,16,1,0,1,7,86
Suffolk,MRIX,F,12,18,4,8,7,20,69
Suffolk,MRIX,M,18,27,1,0,0,0,46
Suffolk,NDX,F,0,0,0,0,0,3,3
Suffolk,NO,F,0,1,0,0,0,0,1
Suffolk,NO,M,0,1,0,0,0,0,1
Suffolk,NOX,F,1,8,0,0,0,1,10
Suffolk,NRX,F,3,0,0,0,0,0,3
Suffolk,NRX,M,6,0,0,0,0,0,6
Suffolk,NS,F,0,0,0,0,0,87,87
Suffolk,OB,F,0,0,0,0,0,8,8
Suffolk,PAX,F,1,3,0,1,0,0,5
Suffolk,PAX,M,1,5,0,0,0,0,6
Suffolk,PI,F,0,0,0,0,0,5,5
Suffolk,PIX,F,0,1,0,0,1,15,17
Suffolk,PIX,M,1,2,0,0,0,1,4
Suffolk,ROTX,M,2,1,0,0,0,0,3
Suffolk,RP,F,145,133,131,93,57,309,868
Suffolk,RP,M,162,98,11,7,7,27,312
Suffolk,RPX,F,44,27,22,24,19,38,174
Suffolk,RPX,M,38,15,3,0,1,7,64
Suffolk,SA,F,0,2,0,0,0,6,8
Suffolk,SA,M,0,5,2,0,0,0,7
Suffolk,SAX,F,27,22,6,6,11,38,110
Suffolk,SAX,M,13,24,3,1,0,0,41
Suffolk,SD,F,65,42,29,10,10,159,315
Suffolk,SD,M,49,43,6,1,1,1,101
Suffolk,SDX,F,52,39,22,9,8,35,165
Suffolk,SDX,M,55,20,2,0,0,0,77
Suffolk,SGX,F,1,1,0,0,0,0,2
Suffolk,SGX,M,1,0,0,0,0,0,1
Suffolk,SH,F,1,0,0,0,1,3,5
Suffolk,SH,M,0,1,0,0,0,0,1
Suffolk,SHO,F,0,1,1,0,0,5,7
Suffolk,SHO,M,0,15,1,0,0,0,16
Suffolk,SHOX,F,0,21,4,2,3,21,51
Suffolk,SHOX,M,3,4,2,1,0,1,11
Suffolk,SHX,F,4,7,1,0,1,1,14
Suffolk,SHX,M,1,3,0,0,0,0,4
Suffolk,SM,F,127,105,42,54,48,255,631
Suffolk,SM,M,145,80,15,4,8,43,295
