Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
England,FLECKVIEH,Dairy,F,6 to 12 months,25
England,FLECKVIEH,Dairy,F,12 to 18 months,29
England,FLECKVIEH,Dairy,F,18 to 24 months,38
England,FLECKVIEH,Dairy,F,24 to 30 months,57
England,FLECKVIEH,Dairy,F,30 to 36 months,35
England,FLECKVIEH,Dairy,F,36 to 42 months,23
England,FLECKVIEH,Dairy,F,42 to 48 Months,29
England,FLECKVIEH,Dairy,F,48 to 54 months,16
England,FLECKVIEH,Dairy,F,54 to 60 months,33
England,FLECKVIEH,Dairy,F,60 to 66 months,20
England,FLECKVIEH,Dairy,F,66 to 72 months,11
England,FLECKVIEH,Dairy,F,72 to 78 months,3
England,FLECKVIEH,Dairy,M,0 to 6 months,50
England,FLECKVIEH,Dairy,M,6 to 12 months,19
England,FLECKVIEH,Dairy,M,12 to 18 months,21
England,FLECKVIEH,Dairy,M,18 to 24 months,15
England,FLECKVIEH,Dairy,M,24 to 30 months,20
England,FLECKVIEH,Dairy,M,30 to 36 months,1
England,FLECKVIEH,Dairy,M,36 to 42 months,1
England,FLECKVIEH,Dairy,M,66 to 72 months,2
England,FLECKVIEH CROSS,Dairy,F,0 to 6 months,453
England,FLECKVIEH CROSS,Dairy,F,6 to 12 months,201
England,FLECKVIEH CROSS,Dairy,F,12 to 18 months,228
England,FLECKVIEH CROSS,Dairy,F,18 to 24 months,165
England,FLECKVIEH CROSS,Dairy,F,24 to 30 months,176
England,FLECKVIEH CROSS,Dairy,F,30 to 36 months,120
England,FLECKVIEH CROSS,Dairy,F,36 to 42 months,105
England,FLECKVIEH CROSS,Dairy,F,42 to 48 Months,56
England,FLECKVIEH CROSS,Dairy,F,48 to 54 months,34
England,FLECKVIEH CROSS,Dairy,F,54 to 60 months,42
England,FLECKVIEH CROSS,Dairy,F,60 to 66 months,12
England,FLECKVIEH CROSS,Dairy,F,66 to 72 months,7
England,FLECKVIEH CROSS,Dairy,M,0 to 6 months,360
England,FLECKVIEH CROSS,Dairy,M,6 to 12 months,153
England,FLECKVIEH CROSS,Dairy,M,12 to 18 months,158
England,FLECKVIEH CROSS,Dairy,M,18 to 24 months,97
England,FLECKVIEH CROSS,Dairy,M,24 to 30 months,44
England,FLECKVIEH CROSS,Dairy,M,30 to 36 months,2
England,FRIESIAN,Dairy,F,102+months,"11,243"
England,FRIESIAN,Dairy,M,102+months,350
England,FRIESIAN,Dairy,,102+months,4
England,FRIESIAN X,Dairy,F,102+months,459
England,FRIESIAN X,Dairy,M,102+months,22
England,FRISONA ESPAGNOLA,Dairy,F,6 to 12 months,3
England,FRISONA ESPAGNOLA,Dairy,F,12 to 18 months,1
England,FRISONA ESPAGNOLA,Dairy,F,18 to 24 months,2
England,FRISONA ESPAGNOLA,Dairy,F,24 to 30 months,2
England,FRISONA ESPAGNOLA,Dairy,F,48 to 54 months,1
England,FRISONA ESPAGNOLA,Dairy,F,72 to 78 months,1
England,FRISONA ESPAGNOLA,Dairy,F,78 to 84 months,1
England,FRISONA ESPAGNOLA,Dairy,F,102+months,2
England,FRISONA ESPAGNOLA,Dairy,M,12 to 18 months,3
England,FRISONA ESPAGNOLA,Dairy,M,18 to 24 months,5
England,FRISONA ESPAGNOLA,Dairy,M,24 to 30 months,1
England,FRISONA ESPAGNOLA X,Dairy,F,24 to 30 months,1
England,FRISONA ESPAGNOLA X,Dairy,M,6 to 12 months,1
England,FRISONA ESPAGNOLA X,Dairy,M,12 to 18 months,1
England,FRISONA ESPAGNOLA X,Dairy,M,18 to 24 months,1
England,GALLOWAY,Non Dairy,F,0 to 6 months,329
England,GALLOWAY,Non Dairy,F,6 to 12 months,578
England,GALLOWAY,Non Dairy,F,12 to 18 months,400
England,GALLOWAY,Non Dairy,F,18 to 24 months,626
England,GALLOWAY,Non Dairy,F,24 to 30 months,370
England,GALLOWAY,Non Dairy,F,30 to 36 months,507
England,GALLOWAY,Non Dairy,F,36 to 42 months,262
England,GALLOWAY,Non Dairy,F,42 to 48 Months,526
England,GALLOWAY,Non Dairy,F,48 to 54 months,266
England,GALLOWAY,Non Dairy,F,54 to 60 months,465
England,GALLOWAY,Non Dairy,F,60 to 66 months,275
England,GALLOWAY,Non Dairy,F,66 to 72 months,397
England,GALLOWAY,Non Dairy,F,72 to 78 months,243
England,GALLOWAY,Non Dairy,F,78 to 84 months,382
England,GALLOWAY,Non Dairy,F,84 to 90 months,260
England,GALLOWAY,Non Dairy,F,90 to 96 months,322
England,GALLOWAY,Non Dairy,F,96 to102 months,232
England,GALLOWAY,Non Dairy,F,102+months,"1,502"
England,GALLOWAY,Non Dairy,F,,35
England,GALLOWAY,Non Dairy,M,0 to 6 months,310
England,GALLOWAY,Non Dairy,M,6 to 12 months,609
England,GALLOWAY,Non Dairy,M,12 to 18 months,368
England,GALLOWAY,Non Dairy,M,18 to 24 months,605
England,GALLOWAY,Non Dairy,M,24 to 30 months,171
England,GALLOWAY,Non Dairy,M,30 to 36 months,135
England,GALLOWAY,Non Dairy,M,36 to 42 months,34
England,GALLOWAY,Non Dairy,M,42 to 48 Months,77
England,GALLOWAY,Non Dairy,M,48 to 54 months,19
England,GALLOWAY,Non Dairy,M,54 to 60 months,32
England,GALLOWAY,Non Dairy,M,60 to 66 months,8
England,GALLOWAY,Non Dairy,M,66 to 72 months,11
England,GALLOWAY,Non Dairy,M,72 to 78 months,8
England,GALLOWAY,Non Dairy,M,78 to 84 months,29
England,GALLOWAY,Non Dairy,M,84 to 90 months,6
England,GALLOWAY,Non Dairy,M,90 to 96 months,19
England,GALLOWAY,Non Dairy,M,96 to102 months,6
England,GALLOWAY,Non Dairy,M,102+months,37
England,GALLOWAY,Non Dairy,M,,25
England,GALLOWAY,Non Dairy,,,1
England,GALLOWAY X,Non Dairy,F,0 to 6 months,167
England,GALLOWAY X,Non Dairy,F,6 to 12 months,273
England,GALLOWAY X,Non Dairy,F,12 to 18 months,162
England,GALLOWAY X,Non Dairy,F,18 to 24 months,189
England,GALLOWAY X,Non Dairy,F,24 to 30 months,75
England,GALLOWAY X,Non Dairy,F,30 to 36 months,101
England,GALLOWAY X,Non Dairy,F,36 to 42 months,46
England,GALLOWAY X,Non Dairy,F,42 to 48 Months,98
England,GALLOWAY X,Non Dairy,F,48 to 54 months,55
England,GALLOWAY X,Non Dairy,F,54 to 60 months,51
England,GALLOWAY X,Non Dairy,F,60 to 66 months,49
England,GALLOWAY X,Non Dairy,F,66 to 72 months,36
England,GALLOWAY X,Non Dairy,F,72 to 78 months,33
England,GALLOWAY X,Non Dairy,F,78 to 84 months,71
England,GALLOWAY X,Non Dairy,F,84 to 90 months,59
England,GALLOWAY X,Non Dairy,F,90 to 96 months,72
England,GALLOWAY X,Non Dairy,F,96 to102 months,40
England,GALLOWAY X,Non Dairy,F,102+months,643
England,GALLOWAY X,Non Dairy,F,,15
England,GALLOWAY X,Non Dairy,M,0 to 6 months,156
England,GALLOWAY X,Non Dairy,M,6 to 12 months,240
England,GALLOWAY X,Non Dairy,M,12 to 18 months,179
England,GALLOWAY X,Non Dairy,M,18 to 24 months,168
England,GALLOWAY X,Non Dairy,M,24 to 30 months,48
England,GALLOWAY X,Non Dairy,M,30 to 36 months,40
England,GALLOWAY X,Non Dairy,M,36 to 42 months,1
England,GALLOWAY X,Non Dairy,M,42 to 48 Months,5
England,GALLOWAY X,Non Dairy,M,66 to 72 months,3
England,GALLOWAY X,Non Dairy,M,78 to 84 months,4
England,GALLOWAY X,Non Dairy,M,84 to 90 months,2
England,GALLOWAY X,Non Dairy,M,90 to 96 months,1
England,GALLOWAY X,Non Dairy,M,102+months,7
England,GALLOWAY X,Non Dairy,M,,7
England,GASCONNE,Non Dairy,F,0 to 6 months,3
England,GASCONNE,Non Dairy,F,18 to 24 months,11
England,GASCONNE,Non Dairy,F,24 to 30 months,2
England,GASCONNE,Non Dairy,F,30 to 36 months,24
England,GASCONNE,Non Dairy,F,36 to 42 months,5
England,GASCONNE,Non Dairy,F,42 to 48 Months,1
England,GASCONNE,Non Dairy,F,48 to 54 months,4
England,GASCONNE,Non Dairy,F,54 to 60 months,5
England,GASCONNE,Non Dairy,F,66 to 72 months,1
England,GASCONNE,Non Dairy,F,78 to 84 months,3
England,GASCONNE,Non Dairy,F,90 to 96 months,2
England,GASCONNE,Non Dairy,F,96 to102 months,1
England,GASCONNE,Non Dairy,F,102+months,9
England,GASCONNE,Non Dairy,M,0 to 6 months,9
England,GASCONNE,Non Dairy,M,6 to 12 months,1
England,GASCONNE,Non Dairy,M,18 to 24 months,1
England,GASCONNE X,Non Dairy,F,0 to 6 months,2
England,GASCONNE X,Non Dairy,F,6 to 12 months,1
England,GASCONNE X,Non Dairy,F,12 to 18 months,1
England,GASCONNE X,Non Dairy,F,18 to 24 months,1
England,GASCONNE X,Non Dairy,F,24 to 30 months,2
England,GASCONNE X,Non Dairy,F,60 to 66 months,1
England,GASCONNE X,Non Dairy,F,66 to 72 months,1
England,GASCONNE X,Non Dairy,F,72 to 78 months,1
England,GASCONNE X,Non Dairy,F,78 to 84 months,1
England,GASCONNE X,Non Dairy,F,84 to 90 months,2
England,GASCONNE X,Non Dairy,F,90 to 96 months,3
England,GASCONNE X,Non Dairy,F,96 to102 months,1
England,GASCONNE X,Non Dairy,F,102+months,15
England,GASCONNE X,Non Dairy,M,6 to 12 months,2
England,GASCONNE X,Non Dairy,M,12 to 18 months,1
England,GASCONNE X,Non Dairy,M,18 to 24 months,1
England,GAYAL,Non Dairy,F,102+months,2
England,GAYAL,Non Dairy,M,42 to 48 Months,1
England,GELBVIEH,Non Dairy,F,0 to 6 months,5
England,GELBVIEH,Non Dairy,F,6 to 12 months,56
England,GELBVIEH,Non Dairy,F,12 to 18 months,27
England,GELBVIEH,Non Dairy,F,18 to 24 months,60
England,GELBVIEH,Non Dairy,F,24 to 30 months,9
England,GELBVIEH,Non Dairy,F,30 to 36 months,28
England,GELBVIEH,Non Dairy,F,36 to 42 months,6
England,GELBVIEH,Non Dairy,F,42 to 48 Months,13
England,GELBVIEH,Non Dairy,F,48 to 54 months,5
England,GELBVIEH,Non Dairy,F,54 to 60 months,19
England,GELBVIEH,Non Dairy,F,60 to 66 months,6
England,GELBVIEH,Non Dairy,F,66 to 72 months,26
England,GELBVIEH,Non Dairy,F,72 to 78 months,6
England,GELBVIEH,Non Dairy,F,78 to 84 months,15
England,GELBVIEH,Non Dairy,F,84 to 90 months,9
England,GELBVIEH,Non Dairy,F,90 to 96 months,26
England,GELBVIEH,Non Dairy,F,96 to102 months,7
England,GELBVIEH,Non Dairy,F,102+months,145
England,GELBVIEH,Non Dairy,M,0 to 6 months,6
England,GELBVIEH,Non Dairy,M,6 to 12 months,56
England,GELBVIEH,Non Dairy,M,12 to 18 months,26
England,GELBVIEH,Non Dairy,M,18 to 24 months,42
England,GELBVIEH,Non Dairy,M,30 to 36 months,5
England,GELBVIEH,Non Dairy,M,42 to 48 Months,2
England,GELBVIEH,Non Dairy,M,48 to 54 months,1
England,GELBVIEH,Non Dairy,M,54 to 60 months,5
England,GELBVIEH,Non Dairy,M,66 to 72 months,1
England,GELBVIEH,Non Dairy,M,72 to 78 months,2
England,GELBVIEH,Non Dairy,M,78 to 84 months,2
England,GELBVIEH,Non Dairy,M,84 to 90 months,1
England,GELBVIEH,Non Dairy,M,102+months,10
England,GELBVIEH X,Non Dairy,F,0 to 6 months,77
England,GELBVIEH X,Non Dairy,F,6 to 12 months,162
England,GELBVIEH X,Non Dairy,F,12 to 18 months,84
England,GELBVIEH X,Non Dairy,F,18 to 24 months,157
England,GELBVIEH X,Non Dairy,F,24 to 30 months,21
England,GELBVIEH X,Non Dairy,F,30 to 36 months,39
England,GELBVIEH X,Non Dairy,F,36 to 42 months,23
England,GELBVIEH X,Non Dairy,F,42 to 48 Months,45
England,GELBVIEH X,Non Dairy,F,48 to 54 months,9
England,GELBVIEH X,Non Dairy,F,54 to 60 months,61
England,GELBVIEH X,Non Dairy,F,60 to 66 months,21
England,GELBVIEH X,Non Dairy,F,66 to 72 months,65
England,GELBVIEH X,Non Dairy,F,72 to 78 months,16
England,GELBVIEH X,Non Dairy,F,78 to 84 months,38
England,GELBVIEH X,Non Dairy,F,84 to 90 months,11
England,GELBVIEH X,Non Dairy,F,90 to 96 months,36
England,GELBVIEH X,Non Dairy,F,96 to102 months,11
England,GELBVIEH X,Non Dairy,F,102+months,176
England,GELBVIEH X,Non Dairy,M,0 to 6 months,99
England,GELBVIEH X,Non Dairy,M,6 to 12 months,151
England,GELBVIEH X,Non Dairy,M,12 to 18 months,85
England,GELBVIEH X,Non Dairy,M,18 to 24 months,116
England,GELBVIEH X,Non Dairy,M,24 to 30 months,13
England,GELBVIEH X,Non Dairy,M,30 to 36 months,9
England,GELBVIEH X,Non Dairy,M,36 to 42 months,1
England,GELBVIEH X,Non Dairy,M,42 to 48 Months,5
England,GELBVIEH X,Non Dairy,M,54 to 60 months,1
England,GELBVIEH X,Non Dairy,M,60 to 66 months,1
England,GELBVIEH X,Non Dairy,M,66 to 72 months,1
England,GELBVIEH X,Non Dairy,M,90 to 96 months,2
England,GELBVIEH X,Non Dairy,M,102+months,11
England,GLOUCESTER,Non Dairy,F,0 to 6 months,59
England,GLOUCESTER,Non Dairy,F,6 to 12 months,113
England,GLOUCESTER,Non Dairy,F,12 to 18 months,59
England,GLOUCESTER,Non Dairy,F,18 to 24 months,110
England,GLOUCESTER,Non Dairy,F,24 to 30 months,43
England,GLOUCESTER,Non Dairy,F,30 to 36 months,114
England,GLOUCESTER,Non Dairy,F,36 to 42 months,36
England,GLOUCESTER,Non Dairy,F,42 to 48 Months,101
England,GLOUCESTER,Non Dairy,F,48 to 54 months,30
England,GLOUCESTER,Non Dairy,F,54 to 60 months,56
England,GLOUCESTER,Non Dairy,F,60 to 66 months,41
England,GLOUCESTER,Non Dairy,F,66 to 72 months,47
England,GLOUCESTER,Non Dairy,F,72 to 78 months,24
England,GLOUCESTER,Non Dairy,F,78 to 84 months,57
England,GLOUCESTER,Non Dairy,F,84 to 90 months,16
England,GLOUCESTER,Non Dairy,F,90 to 96 months,36
England,GLOUCESTER,Non Dairy,F,96 to102 months,16
England,GLOUCESTER,Non Dairy,F,102+months,190
England,GLOUCESTER,Non Dairy,M,0 to 6 months,68
England,GLOUCESTER,Non Dairy,M,6 to 12 months,135
England,GLOUCESTER,Non Dairy,M,12 to 18 months,47
England,GLOUCESTER,Non Dairy,M,18 to 24 months,90
England,GLOUCESTER,Non Dairy,M,24 to 30 months,30
England,GLOUCESTER,Non Dairy,M,30 to 36 months,12
England,GLOUCESTER,Non Dairy,M,36 to 42 months,4
England,GLOUCESTER,Non Dairy,M,42 to 48 Months,7
England,GLOUCESTER,Non Dairy,M,48 to 54 months,5
England,GLOUCESTER,Non Dairy,M,54 to 60 months,7
England,GLOUCESTER,Non Dairy,M,60 to 66 months,4
England,GLOUCESTER,Non Dairy,M,66 to 72 months,2
England,GLOUCESTER,Non Dairy,M,72 to 78 months,1
England,GLOUCESTER,Non Dairy,M,78 to 84 months,2
England,GLOUCESTER,Non Dairy,M,84 to 90 months,6
England,GLOUCESTER,Non Dairy,M,90 to 96 months,7
England,GLOUCESTER,Non Dairy,M,96 to102 months,2
England,GLOUCESTER,Non Dairy,M,102+months,12
England,GLOUCESTER,Non Dairy,,102+months,1
England,GLOUCESTER X,Non Dairy,F,0 to 6 months,11
England,GLOUCESTER X,Non Dairy,F,6 to 12 months,29
England,GLOUCESTER X,Non Dairy,F,12 to 18 months,16
England,GLOUCESTER X,Non Dairy,F,18 to 24 months,34
England,GLOUCESTER X,Non Dairy,F,24 to 30 months,20
England,GLOUCESTER X,Non Dairy,F,30 to 36 months,13
England,GLOUCESTER X,Non Dairy,F,36 to 42 months,8
England,GLOUCESTER X,Non Dairy,F,42 to 48 Months,7
England,GLOUCESTER X,Non Dairy,F,48 to 54 months,4
England,GLOUCESTER X,Non Dairy,F,54 to 60 months,8
England,GLOUCESTER X,Non Dairy,F,60 to 66 months,2
England,GLOUCESTER X,Non Dairy,F,66 to 72 months,6
England,GLOUCESTER X,Non Dairy,F,72 to 78 months,4
England,GLOUCESTER X,Non Dairy,F,78 to 84 months,9
England,GLOUCESTER X,Non Dairy,F,84 to 90 months,5
England,GLOUCESTER X,Non Dairy,F,90 to 96 months,7
England,GLOUCESTER X,Non Dairy,F,96 to102 months,4
England,GLOUCESTER X,Non Dairy,F,102+months,17
England,GLOUCESTER X,Non Dairy,M,0 to 6 months,12
England,GLOUCESTER X,Non Dairy,M,6 to 12 months,23
England,GLOUCESTER X,Non Dairy,M,12 to 18 months,22
England,GLOUCESTER X,Non Dairy,M,18 to 24 months,26
England,GLOUCESTER X,Non Dairy,M,24 to 30 months,2
England,GLOUCESTER X,Non Dairy,M,30 to 36 months,2
England,GLOUCESTER X,Non Dairy,M,96 to102 months,1
England,GRONINGER BLAARKOP,Non Dairy,F,60 to 66 months,3
England,GRONINGER BLAARKOP,Non Dairy,F,66 to 72 months,1
England,GRONINGER BLAARKOP,Non Dairy,F,72 to 78 months,1
England,GRONINGER BLAARKOP,Non Dairy,F,78 to 84 months,1
England,GRONINGER BLAARKOP,Non Dairy,F,84 to 90 months,1
England,GRONINGER BLAARKOP,Non Dairy,F,102+months,1
England,GRONINGER BLAARKOP X,Non Dairy,F,12 to 18 months,1
England,GRONINGER BLAARKOP X,Non Dairy,F,30 to 36 months,3
England,GRONINGER BLAARKOP X,Non Dairy,F,48 to 54 months,2
England,GRONINGER BLAARKOP X,Non Dairy,F,54 to 60 months,1
England,GRONINGER BLAARKOP X,Non Dairy,F,66 to 72 months,2
England,GRONINGER BLAARKOP X,Non Dairy,F,72 to 78 months,2
England,GRONINGER BLAARKOP X,Non Dairy,F,78 to 84 months,1
England,GRONINGER BLAARKOP X,Non Dairy,F,90 to 96 months,2
England,GRONINGER BLAARKOP X,Non Dairy,F,96 to102 months,2
England,GRONINGER BLAARKOP X,Non Dairy,F,102+months,3
England,GRONINGER BLAARKOP X,Non Dairy,M,24 to 30 months,1
England,GUERNSEY,Dairy,F,0 to 6 months,720
England,GUERNSEY,Dairy,F,6 to 12 months,527
England,GUERNSEY,Dairy,F,12 to 18 months,790
England,GUERNSEY,Dairy,F,18 to 24 months,631
England,GUERNSEY,Dairy,F,24 to 30 months,786
England,GUERNSEY,Dairy,F,30 to 36 months,585
England,GUERNSEY,Dairy,F,36 to 42 months,671
England,GUERNSEY,Dairy,F,42 to 48 Months,473
England,GUERNSEY,Dairy,F,48 to 54 months,616
England,GUERNSEY,Dairy,F,54 to 60 months,389
England,GUERNSEY,Dairy,F,60 to 66 months,547
England,GUERNSEY,Dairy,F,66 to 72 months,356
England,GUERNSEY,Dairy,F,72 to 78 months,434
England,GUERNSEY,Dairy,F,78 to 84 months,209
England,GUERNSEY,Dairy,F,84 to 90 months,301
England,GUERNSEY,Dairy,F,90 to 96 months,151
England,GUERNSEY,Dairy,F,96 to102 months,220
England,GUERNSEY,Dairy,F,102+months,"1,230"
England,GUERNSEY,Dairy,F,,2
England,GUERNSEY,Dairy,M,0 to 6 months,250
England,GUERNSEY,Dairy,M,6 to 12 months,134
England,GUERNSEY,Dairy,M,12 to 18 months,105
England,GUERNSEY,Dairy,M,18 to 24 months,105
England,GUERNSEY,Dairy,M,24 to 30 months,62
England,GUERNSEY,Dairy,M,30 to 36 months,17
England,GUERNSEY,Dairy,M,36 to 42 months,17
England,GUERNSEY,Dairy,M,42 to 48 Months,13
England,GUERNSEY,Dairy,M,48 to 54 months,5
England,GUERNSEY,Dairy,M,54 to 60 months,2
England,GUERNSEY,Dairy,M,60 to 66 months,7
England,GUERNSEY,Dairy,M,66 to 72 months,3
England,GUERNSEY,Dairy,M,72 to 78 months,10
England,GUERNSEY,Dairy,M,78 to 84 months,8
England,GUERNSEY,Dairy,M,84 to 90 months,5
England,GUERNSEY,Dairy,M,90 to 96 months,1
England,GUERNSEY,Dairy,M,96 to102 months,2
England,GUERNSEY,Dairy,M,102+months,7
England,GUERNSEY,Dairy,M,,1
England,GUERNSEY X,Dairy,F,0 to 6 months,38
England,GUERNSEY X,Dairy,F,6 to 12 months,46
England,GUERNSEY X,Dairy,F,12 to 18 months,25
England,GUERNSEY X,Dairy,F,18 to 24 months,44
England,GUERNSEY X,Dairy,F,24 to 30 months,21
England,GUERNSEY X,Dairy,F,30 to 36 months,73
England,GUERNSEY X,Dairy,F,36 to 42 months,40
England,GUERNSEY X,Dairy,F,42 to 48 Months,37
England,GUERNSEY X,Dairy,F,48 to 54 months,30
England,GUERNSEY X,Dairy,F,54 to 60 months,22
England,GUERNSEY X,Dairy,F,60 to 66 months,32
England,GUERNSEY X,Dairy,F,66 to 72 months,19
England,GUERNSEY X,Dairy,F,72 to 78 months,18
England,GUERNSEY X,Dairy,F,78 to 84 months,18
England,GUERNSEY X,Dairy,F,84 to 90 months,24
England,GUERNSEY X,Dairy,F,90 to 96 months,12
England,GUERNSEY X,Dairy,F,96 to102 months,9
England,GUERNSEY X,Dairy,F,102+months,95
England,GUERNSEY X,Dairy,M,0 to 6 months,18
England,GUERNSEY X,Dairy,M,6 to 12 months,16
England,GUERNSEY X,Dairy,M,12 to 18 months,19
England,GUERNSEY X,Dairy,M,18 to 24 months,7
England,GUERNSEY X,Dairy,M,24 to 30 months,7
England,GUERNSEY X,Dairy,M,30 to 36 months,2
England,GUERNSEY X,Dairy,M,36 to 42 months,3
England,GUERNSEY X,Dairy,M,48 to 54 months,1
England,GUERNSEY X,Dairy,M,54 to 60 months,2
England,GUERNSEY X,Dairy,M,102+months,3
England,HECK,Non Dairy,F,0 to 6 months,1
England,HECK,Non Dairy,F,6 to 12 months,3
England,HECK,Non Dairy,F,12 to 18 months,1
England,HECK,Non Dairy,F,18 to 24 months,1
England,HECK,Non Dairy,F,24 to 30 months,4
England,HECK,Non Dairy,F,30 to 36 months,1
England,HECK,Non Dairy,F,54 to 60 months,2
England,HECK,Non Dairy,F,60 to 66 months,2
England,HECK,Non Dairy,F,90 to 96 months,1
England,HECK,Non Dairy,F,102+months,3
England,HECK,Non Dairy,M,0 to 6 months,1
England,HECK,Non Dairy,M,18 to 24 months,2
England,HECK,Non Dairy,M,36 to 42 months,1
England,HECK,Non Dairy,M,42 to 48 Months,1
England,HECK CROSS,Non Dairy,F,0 to 6 months,1
England,HECK CROSS,Non Dairy,F,18 to 24 months,1
England,HEREFORD,Non Dairy,F,0 to 6 months,"2,131"
England,HEREFORD,Non Dairy,F,6 to 12 months,"4,705"
England,HEREFORD,Non Dairy,F,12 to 18 months,"2,033"
England,HEREFORD,Non Dairy,F,18 to 24 months,"4,087"
England,HEREFORD,Non Dairy,F,24 to 30 months,"1,343"
England,HEREFORD,Non Dairy,F,30 to 36 months,"2,271"
England,HEREFORD,Non Dairy,F,36 to 42 months,946
England,HEREFORD,Non Dairy,F,42 to 48 Months,"1,941"
England,HEREFORD,Non Dairy,F,48 to 54 months,949
England,HEREFORD,Non Dairy,F,54 to 60 months,"1,683"
England,HEREFORD,Non Dairy,F,60 to 66 months,852
England,HEREFORD,Non Dairy,F,66 to 72 months,"1,409"
England,HEREFORD,Non Dairy,F,72 to 78 months,709
England,HEREFORD,Non Dairy,F,78 to 84 months,"1,205"
England,HEREFORD,Non Dairy,F,84 to 90 months,529
England,HEREFORD,Non Dairy,F,90 to 96 months,942
England,HEREFORD,Non Dairy,F,96 to102 months,432
England,HEREFORD,Non Dairy,F,102+months,"3,948"
England,HEREFORD,Non Dairy,F,,27
England,HEREFORD,Non Dairy,M,0 to 6 months,"2,267"
England,HEREFORD,Non Dairy,M,6 to 12 months,"4,913"
England,HEREFORD,Non Dairy,M,12 to 18 months,"2,016"
England,HEREFORD,Non Dairy,M,18 to 24 months,"3,557"
England,HEREFORD,Non Dairy,M,24 to 30 months,749
England,HEREFORD,Non Dairy,M,30 to 36 months,670
England,HEREFORD,Non Dairy,M,36 to 42 months,203
England,HEREFORD,Non Dairy,M,42 to 48 Months,444
England,HEREFORD,Non Dairy,M,48 to 54 months,148
England,HEREFORD,Non Dairy,M,54 to 60 months,288
England,HEREFORD,Non Dairy,M,60 to 66 months,120
England,HEREFORD,Non Dairy,M,66 to 72 months,165
England,HEREFORD,Non Dairy,M,72 to 78 months,75
England,HEREFORD,Non Dairy,M,78 to 84 months,132
England,HEREFORD,Non Dairy,M,84 to 90 months,56
England,HEREFORD,Non Dairy,M,90 to 96 months,98
England,HEREFORD,Non Dairy,M,96 to102 months,46
England,HEREFORD,Non Dairy,M,102+months,314
England,HEREFORD,Non Dairy,M,,2
England,HEREFORD (BLACK),Non Dairy,F,102+months,62
England,X,Non Dairy,F,102+months,731
England,X,Non Dairy,M,102+months,11
England,X,Non Dairy,F,102+months,1
England,HEREFORD (RED),Non Dairy,F,102+months,61
England,HEREFORD (RED),Non Dairy,M,102+months,3
England,X,Non Dairy,F,102+months,287
England,X,Non Dairy,M,102+months,11
England,HEREFORD X,Non Dairy,F,0 to 6 months,"11,504"
England,HEREFORD X,Non Dairy,F,6 to 12 months,"15,457"
England,HEREFORD X,Non Dairy,F,12 to 18 months,"10,586"
England,HEREFORD X,Non Dairy,F,18 to 24 months,"12,415"
England,HEREFORD X,Non Dairy,F,24 to 30 months,"5,775"
England,HEREFORD X,Non Dairy,F,30 to 36 months,"5,091"
England,HEREFORD X,Non Dairy,F,36 to 42 months,"3,225"
England,HEREFORD X,Non Dairy,F,42 to 48 Months,"3,992"
England,HEREFORD X,Non Dairy,F,48 to 54 months,"3,443"
England,HEREFORD X,Non Dairy,F,54 to 60 months,"4,191"
England,HEREFORD X,Non Dairy,F,60 to 66 months,"3,205"
England,HEREFORD X,Non Dairy,F,66 to 72 months,"3,535"
England,HEREFORD X,Non Dairy,F,72 to 78 months,"2,639"
England,HEREFORD X,Non Dairy,F,78 to 84 months,"3,095"
England,HEREFORD X,Non Dairy,F,84 to 90 months,"2,604"
England,HEREFORD X,Non Dairy,F,90 to 96 months,"2,629"
England,HEREFORD X,Non Dairy,F,96 to102 months,"2,079"
England,HEREFORD X,Non Dairy,F,102+months,"16,471"
England,HEREFORD X,Non Dairy,F,,160
England,HEREFORD X,Non Dairy,M,0 to 6 months,"12,394"
England,HEREFORD X,Non Dairy,M,6 to 12 months,"16,707"
England,HEREFORD X,Non Dairy,M,12 to 18 months,"11,029"
England,HEREFORD X,Non Dairy,M,18 to 24 months,"12,346"
England,HEREFORD X,Non Dairy,M,24 to 30 months,"4,077"
England,HEREFORD X,Non Dairy,M,30 to 36 months,795
England,HEREFORD X,Non Dairy,M,36 to 42 months,170
England,HEREFORD X,Non Dairy,M,42 to 48 Months,139
England,HEREFORD X,Non Dairy,M,48 to 54 months,50
England,HEREFORD X,Non Dairy,M,54 to 60 months,81
England,HEREFORD X,Non Dairy,M,60 to 66 months,73
England,HEREFORD X,Non Dairy,M,66 to 72 months,52
England,HEREFORD X,Non Dairy,M,72 to 78 months,43
England,HEREFORD X,Non Dairy,M,78 to 84 months,52
England,HEREFORD X,Non Dairy,M,84 to 90 months,35
England,HEREFORD X,Non Dairy,M,90 to 96 months,39
England,HEREFORD X,Non Dairy,M,96 to102 months,39
England,HEREFORD X,Non Dairy,M,102+months,283
England,HEREFORD X,Non Dairy,M,,108
England,HEREFORD X,Non Dairy,,48 to 54 months,1
England,HEREFORD X,Non Dairy,,66 to 72 months,1
England,HEREFORD X,Non Dairy,,102+months,2
England,HEREFORD X,Non Dairy,,,2
England,HIGHLAND,Non Dairy,F,0 to 6 months,339
England,HIGHLAND,Non Dairy,F,6 to 12 months,905
England,HIGHLAND,Non Dairy,F,12 to 18 months,415
England,HIGHLAND,Non Dairy,F,18 to 24 months,869
England,HIGHLAND,Non Dairy,F,24 to 30 months,340
